striker,format,cluster,average,strike_rate,boundary_pct,dot_pct,runs,player_score
SK Raina,ODI,4,36.27,93.79,9.99,46.88,5585,4496.8
SK Raina,IPL,3,32.95,136.83,17.55,32.97,5536,5665.4
JC Buttler,ODI,4,40.68,116.07,13.32,41.15,5532,5267.5
F du Plessis,ODI,4,44.63,88.18,8.97,48.06,5445,4626.5
MS Dhoni,IPL,3,34.42,137.45,16.15,33.54,5439,5613.2
VVS Laxman,Test,4,51.05,49.48,6.16,73.04,5411,3823.9
AM Rahane,IPL,3,29.98,125.6,15.94,36.37,5367,5216.8
SR Watson,ODI,4,42.52,91.67,11.38,53.35,5357,4667.8
D Elgar,Test,4,37.39,47.78,6.36,76.3,5347,3291.8
L Wolvaardt,ODI,4,52.12,77.12,9.11,55.35,5316,4639.6
IR Bell,ODI,4,38.61,77.04,7.87,55.41,5289,4044.3
GC Smith,ODI,4,36.16,81.65,9.68,55.56,5280,4133.6
AJ Finch,ODI,4,38.72,86.61,10.53,55.96,5188,4335.7
AB de Villiers,IPL,3,41.45,151.89,19.55,30.46,5181,6309.3
SV Samson,IPL,3,31.79,141.13,18.39,34.27,5181,5665.8
BB McCullum,ODI,4,31.07,96.45,12.38,52.98,5157,4346.7
BRM Taylor,ODI,4,32.59,75.34,7.99,56.58,5150,3765.4
Mahmudullah,ODI,4,36.91,77.92,7.46,53.04,5131,3975.6
Misbah-ul-Haq,Test,4,48.59,44.95,5.07,76.11,5102,3549.7
MEK Hussey,ODI,4,44.14,85.74,7.16,45.81,5076,4430.4
AM Rahane,Test,4,38.68,49.62,6.02,74.05,5067,3301.0
Tamim Iqbal,Test,4,39.52,58.54,7.92,71.3,5019,3575.9
CH Gayle,IPL,3,39.04,149.34,22.92,43.69,4997,6191.6
G Gambhir,ODI,4,41.86,85.82,9.37,50.17,4981,4416.8
RV Uthappa,IPL,3,26.92,130.33,17.44,38.52,4954,5175.1
Mominul Haque,Test,4,37.42,53.67,6.4,71.16,4940,3316.3
JH Kallis,ODI,4,44.41,76.38,7.28,51.9,4929,4209.5
JP Duminy,ODI,4,35.2,84.12,6.98,46.42,4928,4029.7
KD Karthik,IPL,3,25.62,135.28,17.51,34.05,4843,5247.0
BKG Mendis,Test,4,37.41,58.6,7.73,70.97,4826,3456.0
Younis Khan,ODI,4,28.95,75.86,6.73,52.15,4777,3559.5
F du Plessis,IPL,3,35.36,135.79,17.47,34.03,4773,5606.4
Misbah-ul-Haq,ODI,4,41.32,74.12,6.16,52.77,4752,3948.6
MS Dhoni,Test,4,37.17,58.99,7.48,70.22,4721,3420.0
M Labuschagne,Test,4,45.57,52.23,6.1,72.89,4694,3545.1
Asad Shafiq,Test,4,38.51,48.6,5.67,74.79,4660,3196.1
JC Buttler,IPL,3,38.72,149.66,21.58,36.14,4647,6150.0
Shubman Gill,IPL,3,40.33,142.09,18.48,31.03,4598,5964.3
S Mandhana,ODI,4,49.92,93.07,12.6,51.71,4593,4954.9
TM Head,Test,4,44.15,69.83,9.15,65.25,4592,3992.1
SA Yadav,IPL,3,33.68,148.54,21.4,33.63,4581,5959.4
DA Miller,ODI,4,42.74,104.03,11.01,42.83,4573,4855.7
Babar Azam,Test,4,43.87,54.98,6.83,71.84,4562,3548.4
TWM Latham,ODI,4,34.02,84.38,8.2,49.03,4559,3977.8
Babar Azam,T20I,3,39.18,128.32,15.61,31.59,4545,5522.6
BKG Mendis,ODI,4,35.93,87.24,10.47,51.81,4491,4190.5
ST Jayasuriya,ODI,4,35.03,95.44,13.1,55.46,4414,4382.3
TT Beaumont,ODI,4,41.51,78.29,9.82,56.9,4400,4145.8
TM Dilshan,Test,4,44.73,70.04,8.8,63.2,4384,3991.6
Babar Azam,PSL,3,46.11,129.7,16.55,32.34,4380,5828.8
Shakib Al Hasan,Test,4,37.55,62.47,8.0,66.64,4356,3510.5
AC Gilchrist,ODI,4,39.59,104.86,15.19,53.0,4355,4849.8
SC Williams,ODI,4,36.87,88.58,9.22,48.9,4351,4181.6
AT Rayudu,IPL,3,28.61,127.54,15.61,34.76,4348,5040.6
DM de Silva,Test,4,38.23,58.48,7.54,70.45,4320,3396.5
RG Sharma,Test,4,40.2,57.06,7.44,71.93,4301,3441.2
JJ Roy,ODI,3,40.35,105.53,14.69,49.94,4237,4880.3
SS Iyer,IPL,3,34.41,136.77,17.32,33.34,4233,5503.3
G Gambhir,IPL,3,31.24,123.88,16.19,36.28,4217,5085.7
MN Samuels,ODI,4,31.86,76.08,8.79,58.78,4205,3628.5
KP Pietersen,ODI,4,39.27,85.81,9.66,52.07,4202,4194.9
JC Buttler,T20I,3,34.5,149.34,20.36,34.56,4174,5857.6
F du Plessis,Test,4,40.03,46.33,6.0,76.27,4163,3169.0
PD Collingwood,ODI,4,35.45,76.63,6.65,52.95,4148,3702.8
ML Hayden,Test,4,50.44,60.74,7.77,69.47,4136,3881.1
MJ Prior,Test,4,40.99,61.67,7.69,68.44,4099,3543.5
CA Lynn,BBL,3,35.24,149.47,20.77,36.86,4088,5868.8
RA Jadeja,Test,4,36.38,55.38,6.5,70.6,4075,3178.0
MK Pandey,IPL,3,29.35,121.96,14.13,35.67,4021,4830.1
S Mandhana,T20I,3,32.07,126.63,19.93,42.51,4009,5284.1
KL Rahul,Test,4,35.39,51.63,6.56,73.2,3999,3081.4
H Masakadza,ODI,6,26.02,71.87,8.67,62.24,3955,3256.1
ML Hayden,ODI,4,47.46,81.76,9.73,56.45,3939,4348.4
PD Collingwood,Test,4,40.53,47.49,5.47,74.3,3931,3133.8
RG Sharma,T20I,3,30.47,140.91,19.61,38.26,3930,5450.0
CH Gayle,Test,4,44.62,67.31,10.28,69.85,3927,3884.6
Shahid Afridi,ODI,3,23.43,135.96,18.0,39.82,3913,4985.1
TT Samaraweera,Test,4,53.29,48.76,5.97,74.05,3890,3657.1
SR Watson,IPL,3,30.79,137.93,20.16,41.38,3880,5405.2
RR Pant,IPL,3,33.44,146.71,20.12,33.93,3879,5730.1
M Vijay,Test,4,38.01,45.89,5.73,76.7,3877,3026.3
V Kohli,T20I,3,46.51,135.53,15.91,28.86,3860,5853.9
IJL Trott,Test,4,43.09,47.18,5.6,75.64,3835,3219.7
T Bavuma,Test,4,37.72,48.88,5.77,74.07,3810,3049.6
S Chanderpaul,ODI,4,42.27,69.37,6.05,56.27,3804,3718.7
Fakhar Zaman,ODI,4,46.38,93.51,12.47,53.21,3803,4679.6
BJ Watling,Test,4,36.8,42.61,4.91,76.85,3790,2867.6
HH Gibbs,ODI,6,38.82,86.69,11.19,56.05,3766,4170.0
BL Mooney,T20I,3,39.78,127.18,17.21,34.22,3739,5477.5
G Gambhir,Test,4,41.48,50.49,6.33,73.67,3733,3238.7
OJ Pope,Test,6,34.56,64.42,7.91,66.93,3732,3321.7
AJ Strauss,ODI,6,34.85,80.96,9.23,55.06,3729,3819.4
R Dravid,ODI,6,38.38,72.6,7.12,54.47,3723,3702.6
RR Sarwan,ODI,6,38.72,74.01,7.05,54.78,3717,3724.9
Sikandar Raza,ODI,6,33.4,87.76,9.4,51.85,3707,3913.4
GJ Maxwell,ODI,3,31.58,124.2,16.54,43.8,3695,4940.5
SR Watson,Test,4,34.43,52.79,7.31,74.95,3684,3064.3
JM Bairstow,ODI,3,41.72,102.09,13.93,52.03,3671,4718.4
SCJ Broad,Test,1,18.13,65.31,8.83,69.56,3662,2731.2
SR Taylor,ODI,6,33.91,72.92,7.98,58.12,3662,3535.4
LD Chandimal,ODI,6,29.26,73.58,5.86,52.15,3657,3313.4
SM Katich,Test,4,47.08,49.73,6.02,74.38,3625,3401.3
Ishan Kishan,IPL,3,31.3,143.54,20.49,36.32,3600,5554.5
EA Perry,ODI,4,52.1,79.94,8.45,51.66,3595,4428.6
A Symonds,ODI,6,41.73,90.63,9.52,49.95,3589,4283.1
Z Crawley,Test,6,30.91,65.5,9.39,68.82,3586,3249.6
PR Stirling,ODI,6,33.16,87.52,12.09,57.89,3548,3970.3
DM Bravo,Test,1,36.1,44.86,5.66,76.83,3538,2884.8
RA Jadeja,IPL,3,27.76,130.64,14.3,31.23,3526,4891.5
MJ Guptill,T20I,3,32.56,135.95,18.55,39.51,3517,5309.0
MM Lanning,ODI,7,60.38,91.06,11.88,51.74,3502,5107.1
R Ashwin,Test,1,26.01,54.59,6.59,71.24,3485,2695.7
RR Pant,Test,6,44.0,74.24,10.0,64.67,3476,3945.3
BA Stokes,ODI,6,40.81,95.93,10.87,48.87,3469,4409.6
J Charles,CPL,3,28.52,132.32,18.75,42.6,3451,5066.4
DN Wyatt,T20I,3,27.8,133.97,19.04,36.38,3447,5169.9
