striker,bowler,format,balls_faced,runs,dismissals,fours,sixes,dot_balls,strike_rate,average
AE Jones,HNK Jensen,T20I,15,23,1,4,0,5,153.33,23.0
AE Jones,HR Huddleston,ODI,35,29,0,3,0,19,82.86,29.0
AE Jones,I Ranaweera,ODI,31,37,1,4,1,13,119.35,37.0
AE Jones,I Ranaweera,T20I,20,22,2,3,0,7,110.0,11.0
AE Jones,J Glasgow,ODI,15,26,0,4,0,2,173.33,26.0
AE Jones,J Goswami,ODI,73,41,1,4,0,48,56.16,41.0
AE Jones,JKC Claxton,ODI,29,31,0,4,0,14,106.9,31.0
AE Jones,JL Jonassen,ODI,32,23,2,3,0,20,71.88,11.5
AE Jones,JL Jonassen,T20I,27,21,0,1,0,13,77.78,21.0
AE Jones,JL Jonassen,Test,47,23,1,5,0,39,48.94,23.0
AE Jones,JM Kerr,ODI,56,50,2,6,0,27,89.29,25.0
AE Jones,JM Watkin,ODI,17,24,1,3,0,6,141.18,24.0
AE Jones,K Goud,ODI,32,30,2,5,0,19,93.75,15.0
AE Jones,K Goud,T20I,16,11,1,1,0,9,68.75,11.0
AE Jones,K Goud,Test,21,22,0,3,0,12,104.76,22.0
AE Jones,K Ramharack,ODI,35,33,1,4,0,16,94.29,33.0
AE Jones,K Ramharack,T20I,13,22,0,2,1,2,169.23,22.0
AE Jones,KDU Prabodhani,ODI,32,42,0,6,1,15,131.25,42.0
AE Jones,KJ Garth,ODI,21,23,0,2,1,9,109.52,23.0
AE Jones,LM Kasperek,ODI,32,30,0,3,0,13,93.75,30.0
AE Jones,LM Kasperek,T20I,27,29,1,3,0,8,107.41,29.0
AE Jones,LMM Tahuhu,ODI,69,66,2,9,0,33,95.65,33.0
AE Jones,M Kapp,ODI,82,58,2,7,1,57,70.73,29.0
AE Jones,M Kapp,T20I,14,14,1,2,0,7,100.0,14.0
AE Jones,M Klaas,ODI,56,39,0,5,0,36,69.64,39.0
AE Jones,ML Schutt,ODI,81,56,2,6,0,48,69.14,28.0
AE Jones,ML Schutt,T20I,28,27,1,2,1,15,96.43,27.0
AE Jones,ML Schutt,Test,17,3,0,0,0,15,17.65,3.0
AE Jones,MM Penfold,ODI,15,27,1,6,0,6,180.0,27.0
AE Jones,N Mlaba,ODI,13,20,0,3,0,3,153.85,20.0
AE Jones,N Mlaba,T20I,16,15,0,2,0,7,93.75,15.0
AE Jones,N Mlaba,Test,69,29,4,6,0,58,42.03,7.25
AE Jones,N Shree Charani,ODI,18,21,0,3,0,6,116.67,21.0
AE Jones,N Shree Charani,T20I,23,23,2,1,0,4,100.0,11.5
AE Jones,N Shree Charani,Test,43,36,0,5,0,29,83.72,36.0
AE Jones,N de Klerk,ODI,26,35,0,6,0,12,134.62,35.0
AE Jones,NH Patel,ODI,10,9,0,1,0,5,90.0,9.0
AE Jones,NND de Silva,ODI,14,12,0,2,0,8,85.71,12.0
AE Jones,NSS Sharma,T20I,15,22,1,3,0,5,146.67,22.0
AE Jones,Nashra Sandhu,ODI,17,16,0,1,0,6,94.12,16.0
AE Jones,Nida Dar,T20I,38,71,3,12,0,8,186.84,23.67
AE Jones,OU Ranasinghe,ODI,27,37,1,5,1,12,137.04,37.0
AE Jones,OU Ranasinghe,T20I,15,20,1,3,0,4,133.33,20.0
AE Jones,P Vastrakar,ODI,33,20,0,2,0,23,60.61,20.0
AE Jones,P Vastrakar,T20I,12,19,1,2,1,5,158.33,19.0
AE Jones,Poonam Yadav,ODI,46,52,1,7,0,17,113.04,52.0
AE Jones,Poonam Yadav,T20I,27,29,2,1,1,7,107.41,14.5
AE Jones,RA Mair,ODI,25,28,1,5,0,13,112.0,28.0
AE Jones,RP Yadav,T20I,59,72,2,7,1,18,122.03,36.0
AE Jones,RS Gayakwad,ODI,61,37,2,2,2,41,60.66,18.5
AE Jones,Renuka Singh,ODI,34,18,1,2,0,24,52.94,18.0
AE Jones,Ritu Moni,ODI,14,7,0,0,0,10,50.0,7.0
AE Jones,S Ismail,ODI,60,58,2,11,0,39,96.67,29.0
AE Jones,S Ismail,T20I,28,44,2,8,0,10,157.14,22.0
AE Jones,S Luus,ODI,15,12,0,0,0,3,80.0,12.0
AE Jones,S Luus,Test,41,19,0,1,0,25,46.34,19.0
AE Jones,S Molineux,Test,54,30,1,6,0,44,55.56,30.0
AE Jones,S Pandey,ODI,22,6,2,0,0,16,27.27,3.0
AE Jones,S Rana,ODI,33,19,0,1,0,18,57.58,19.0
AE Jones,S Rana,T20I,10,6,2,1,0,7,60.0,3.0
AE Jones,S Rana,Test,56,43,3,5,0,36,76.79,14.33
AE Jones,SACA King,ODI,26,37,0,6,1,14,142.31,37.0
AE Jones,SC Selman,ODI,21,20,0,3,1,15,95.24,20.0
AE Jones,SC Selman,T20I,13,15,1,2,0,5,115.38,15.0
AE Jones,SFM Devine,ODI,102,69,3,12,0,71,67.65,23.0
AE Jones,SFM Devine,T20I,15,12,3,0,0,6,80.0,4.0
AE Jones,SG Satghare,Test,13,8,0,1,0,10,61.54,8.0
AE Jones,SIP Fernando,ODI,20,32,0,3,2,8,160.0,32.0
AE Jones,SJ Coyte,ODI,11,9,0,1,0,6,81.82,9.0
AE Jones,SK Dolawatte,ODI,11,6,0,0,0,5,54.55,6.0
AE Jones,SR Patil,T20I,13,32,1,4,1,1,246.15,32.0
AE Jones,SR Taylor,ODI,36,34,0,2,0,11,94.44,34.0
AE Jones,SR Taylor,T20I,19,32,0,5,0,4,168.42,32.0
AE Jones,SS Connell,ODI,34,14,0,0,0,20,41.18,14.0
AE Jones,SS Connell,T20I,21,28,2,3,1,8,133.33,14.0
AE Jones,SS Grimmond,ODI,10,8,0,1,0,5,80.0,8.0
AE Jones,SS Grimmond,T20I,12,21,2,5,0,6,175.0,10.5
AE Jones,SW Bates,ODI,42,45,1,4,1,14,107.14,45.0
AE Jones,Sadia Iqbal,T20I,18,26,1,3,0,5,144.44,26.0
AE Jones,Syeda Aroob Shah,T20I,23,28,1,2,1,7,121.74,28.0
AE Jones,TM McGrath,ODI,20,7,2,0,0,14,35.0,3.5
AE Jones,Tuba Hassan,T20I,10,9,0,1,0,4,90.0,9.0
AE Jones,Umm-e-Hani,ODI,18,16,1,2,0,9,88.89,16.0
AE Jones,WGAKK Kulasuriya,ODI,45,38,0,6,1,30,84.44,38.0
AE Jones,WK Dilhari,T20I,13,17,0,2,0,2,130.77,17.0
AE Jones,Z James,ODI,33,32,0,7,0,22,96.97,32.0
AE Paraam,C Hinze,T20I,11,15,0,0,1,2,136.36,15.0
AE Paraam,I Takahashi,T20I,13,11,0,1,0,6,84.62,11.0
AE Paraam,P Kumbhare,T20I,11,10,0,2,0,8,90.91,10.0
AE Paraam,S Ravichandran,T20I,11,23,0,0,3,3,209.09,23.0
AE Paraam,S Vijay Unni,T20I,11,16,0,2,0,2,145.45,16.0
AE Paraam,Shakeel Ahmed,T20I,11,17,0,3,0,4,154.55,17.0
AE Paraam,Syed Aziz,T20I,11,23,0,3,1,2,209.09,23.0
AE Paraam,Virandeep Singh,T20I,20,30,0,2,1,4,150.0,30.0
AE Satterthwaite,A Brindle,ODI,41,33,1,6,0,26,80.49,33.0
AE Satterthwaite,A Gardner,ODI,146,83,3,4,0,85,56.85,27.67
AE Satterthwaite,A Gardner,T20I,42,44,2,7,0,23,104.76,22.0
AE Satterthwaite,A Khaka,ODI,26,31,1,4,0,11,119.23,31.0
AE Satterthwaite,A Mohammed,ODI,34,13,1,0,0,23,38.24,13.0
AE Satterthwaite,A Mohammed,T20I,13,24,0,4,0,3,184.62,24.0
AE Satterthwaite,A Reddy,T20I,15,22,0,3,0,3,146.67,22.0
AE Satterthwaite,A Sharma,T20I,11,2,1,0,0,9,18.18,2.0
AE Satterthwaite,A Shrubsole,ODI,11,5,0,1,0,9,45.45,5.0
AE Satterthwaite,A Shrubsole,T20I,10,7,0,1,0,6,70.0,7.0
AE Satterthwaite,A Sutherland,ODI,23,12,1,2,0,18,52.17,12.0
AE Satterthwaite,A Wellington,ODI,92,74,0,8,0,49,80.43,74.0
AE Satterthwaite,A Wellington,T20I,20,20,0,0,1,7,100.0,20.0
AE Satterthwaite,AA Alleyne,ODI,10,8,0,1,0,5,80.0,8.0
AE Satterthwaite,AC Jayangani,ODI,14,13,0,1,0,5,92.86,13.0
AE Satterthwaite,ASS Fletcher,ODI,26,24,2,2,0,11,92.31,12.0
AE Satterthwaite,ASS Fletcher,T20I,20,27,0,2,1,5,135.0,27.0
AE Satterthwaite,Aiman Anwer,ODI,13,1,1,0,0,12,7.69,1.0
AE Satterthwaite,Aiman Anwer,T20I,14,11,1,1,0,7,78.57,11.0
AE Satterthwaite,Anam Amin,T20I,10,6,0,0,0,4,60.0,6.0
AE Satterthwaite,Asmavia Iqbal,ODI,32,54,0,9,0,9,168.75,54.0
AE Satterthwaite,Bismah Maroof,ODI,17,15,0,1,0,7,88.24,15.0
AE Satterthwaite,CE Dean,ODI,72,57,3,7,0,41,79.17,19.0
AE Satterthwaite,CL Tryon,ODI,23,16,0,2,0,14,69.57,16.0
AE Satterthwaite,D Hazell,ODI,20,16,0,2,0,10,80.0,16.0
AE Satterthwaite,D Hazell,T20I,52,41,3,1,0,19,78.85,13.67
AE Satterthwaite,D Hemalatha,ODI,31,41,0,6,1,16,132.26,41.0
AE Satterthwaite,D van Niekerk,ODI,47,34,0,2,1,26,72.34,34.0
AE Satterthwaite,DB Sharma,ODI,131,136,2,16,2,58,103.82,68.0
AE Satterthwaite,DB Sharma,T20I,11,4,1,0,0,7,36.36,4.0
AE Satterthwaite,DJS Dottin,ODI,25,17,0,0,0,15,68.0,17.0
AE Satterthwaite,DJS Dottin,T20I,32,27,1,4,0,18,84.38,27.0
AE Satterthwaite,DM Kimmince,T20I,14,11,1,1,0,6,78.57,11.0
AE Satterthwaite,DN Wyatt,ODI,19,23,1,4,0,8,121.05,23.0
AE Satterthwaite,DN Wyatt,T20I,17,14,2,2,0,9,82.35,7.0
AE Satterthwaite,Diana Baig,ODI,14,10,0,2,0,10,71.43,10.0
AE Satterthwaite,E Bisht,ODI,41,34,0,3,0,20,82.93,34.0
AE Satterthwaite,EA Osborne,ODI,54,43,1,3,0,25,79.63,43.0
AE Satterthwaite,EA Perry,ODI,66,40,0,3,0,38,60.61,40.0
AE Satterthwaite,EA Perry,T20I,16,11,2,0,1,9,68.75,5.5
AE Satterthwaite,EJ Villani,ODI,19,13,0,0,1,11,68.42,13.0
AE Satterthwaite,FR Davies,ODI,51,39,0,3,0,27,76.47,39.0
AE Satterthwaite,FR Davies,T20I,15,17,2,2,0,6,113.33,8.5
AE Satterthwaite,G Wareham,ODI,63,51,0,3,0,24,80.95,51.0
AE Satterthwaite,G Wareham,T20I,26,33,1,2,1,7,126.92,33.0
AE Satterthwaite,GA Elwiss,ODI,13,11,1,2,0,8,84.62,11.0
AE Satterthwaite,GM Harris,ODI,19,15,1,1,0,8,78.95,15.0
AE Satterthwaite,HAM Samuddika,ODI,10,7,0,1,0,6,70.0,7.0
AE Satterthwaite,HASD Siriwardene,ODI,33,34,1,2,0,13,103.03,34.0
AE Satterthwaite,HASD Siriwardene,T20I,12,14,0,2,0,4,116.67,14.0
AE Satterthwaite,HC Knight,ODI,31,22,0,1,0,12,70.97,22.0
AE Satterthwaite,HK Matthews,ODI,42,28,0,3,0,24,66.67,28.0
AE Satterthwaite,HK Matthews,T20I,14,18,1,3,0,6,128.57,18.0
AE Satterthwaite,HL Colvin,ODI,48,51,1,8,0,21,106.25,51.0
AE Satterthwaite,I Ranaweera,ODI,30,36,0,4,0,11,120.0,36.0
AE Satterthwaite,I Ranaweera,T20I,14,17,0,1,0,3,121.43,17.0
AE Satterthwaite,J Goswami,ODI,96,47,3,6,0,69,48.96,15.67
AE Satterthwaite,JL Gunn,ODI,41,21,0,3,0,29,51.22,21.0
AE Satterthwaite,JL Jonassen,ODI,156,142,3,13,1,67,91.03,47.33
AE Satterthwaite,JL Jonassen,T20I,13,15,2,2,0,6,115.38,7.5
AE Satterthwaite,Javeria Khan,ODI,21,17,1,2,0,11,80.95,17.0
AE Satterthwaite,KDU Prabodhani,ODI,17,14,0,3,0,12,82.35,14.0
AE Satterthwaite,KH Brunt,ODI,95,64,1,7,0,55,67.37,64.0
AE Satterthwaite,KH Brunt,T20I,35,25,1,2,0,21,71.43,25.0
AE Satterthwaite,KL Cross,ODI,81,38,3,6,0,61,46.91,12.67
AE Satterthwaite,KM Beams,ODI,43,33,1,3,0,21,76.74,33.0
AE Satterthwaite,KM Beams,T20I,14,13,1,1,0,5,92.86,13.0
AE Satterthwaite,L Cheatle,ODI,40,32,0,2,0,18,80.0,32.0
AE Satterthwaite,LA Marsh,ODI,50,53,1,8,0,24,106.0,53.0
AE Satterthwaite,LA Marsh,T20I,15,14,0,1,0,4,93.33,14.0
AE Satterthwaite,LC Sthalekar,ODI,61,47,1,5,0,31,77.05,47.0
AE Satterthwaite,M Daniels,ODI,38,19,0,3,0,29,50.0,19.0
AE Satterthwaite,M Kapp,ODI,14,12,1,2,0,8,85.71,12.0
AE Satterthwaite,M Klaas,ODI,47,34,0,4,0,28,72.34,34.0
AE Satterthwaite,M Strano,T20I,11,12,0,2,0,6,109.09,12.0
AE Satterthwaite,MK Villiers,T20I,10,21,0,4,0,2,210.0,21.0
AE Satterthwaite,ML Schutt,ODI,137,128,3,11,0,60,93.43,42.67
AE Satterthwaite,ML Schutt,T20I,19,22,0,4,0,9,115.79,22.0
AE Satterthwaite,MM Lanning,ODI,10,7,1,1,0,6,70.0,7.0
AE Satterthwaite,Meghna Singh,ODI,16,17,1,3,0,9,106.25,17.0
AE Satterthwaite,N Niranjana,ODI,14,11,0,2,0,9,78.57,11.0
AE Satterthwaite,NE Farrant,ODI,10,2,1,0,0,8,20.0,2.0
AE Satterthwaite,NE Farrant,T20I,12,19,0,3,0,3,158.33,19.0
AE Satterthwaite,NJ Carey,ODI,29,33,1,4,0,10,113.79,33.0
AE Satterthwaite,NJ Carey,T20I,19,21,2,1,1,7,110.53,10.5
AE Satterthwaite,NND de Silva,ODI,12,8,0,1,0,7,66.67,8.0
AE Satterthwaite,NR Sciver,ODI,62,39,0,2,0,33,62.9,39.0
AE Satterthwaite,NR Sciver,T20I,28,24,1,3,0,15,85.71,24.0
AE Satterthwaite,Nashra Sandhu,ODI,24,19,0,2,0,11,79.17,19.0
AE Satterthwaite,Nashra Sandhu,T20I,18,26,1,3,0,5,144.44,26.0
AE Satterthwaite,Nida Dar,ODI,55,70,1,9,0,18,127.27,70.0
AE Satterthwaite,O Kirsten,ODI,21,26,1,4,0,8,123.81,26.0
AE Satterthwaite,P Vastrakar,ODI,35,20,2,2,0,24,57.14,10.0
AE Satterthwaite,PRCS Kumarihami,ODI,13,5,0,0,0,8,38.46,5.0
AE Satterthwaite,Poonam Yadav,ODI,78,70,2,5,1,35,89.74,35.0
AE Satterthwaite,Poonam Yadav,T20I,23,30,1,4,0,6,130.43,30.0
AE Satterthwaite,RM Farrell,ODI,27,28,1,1,0,8,103.7,28.0
AE Satterthwaite,RP Yadav,T20I,12,14,1,1,0,3,116.67,14.0
AE Satterthwaite,RS Gayakwad,ODI,40,38,1,4,0,16,95.0,38.0
AE Satterthwaite,S Ecclestone,ODI,118,83,0,7,1,66,70.34,83.0
AE Satterthwaite,S Ecclestone,T20I,24,30,0,5,0,9,125.0,30.0
AE Satterthwaite,S Glenn,ODI,16,23,0,2,1,4,143.75,23.0
AE Satterthwaite,S Glenn,T20I,24,26,2,3,0,8,108.33,13.0
AE Satterthwaite,S Luus,ODI,55,58,1,8,0,22,105.45,58.0
AE Satterthwaite,S Molineux,ODI,21,16,1,3,0,14,76.19,16.0
AE Satterthwaite,S Molineux,T20I,13,15,1,2,0,4,115.38,15.0
AE Satterthwaite,S Nitschke,T20I,10,10,1,1,0,5,100.0,10.0
AE Satterthwaite,S Pandey,ODI,50,24,0,3,0,35,48.0,24.0
AE Satterthwaite,S Rana,ODI,38,32,0,3,0,17,84.21,32.0
AE Satterthwaite,SA Millanta,ODI,47,56,0,9,1,25,119.15,56.0
AE Satterthwaite,SJ Coyte,ODI,32,30,0,4,0,15,93.75,30.0
AE Satterthwaite,SR Taylor,ODI,21,23,0,1,0,4,109.52,23.0
AE Satterthwaite,SR Taylor,T20I,39,46,2,3,1,12,117.95,23.0
AE Satterthwaite,SS Connell,T20I,17,26,0,4,0,5,152.94,26.0
AE Satterthwaite,SS Weerakkody,ODI,19,9,0,0,0,12,47.37,9.0
AE Satterthwaite,Sadia Yousuf,ODI,76,56,1,1,0,31,73.68,56.0
AE Satterthwaite,Sana Mir,ODI,87,76,0,9,0,41,87.36,76.0
AE Satterthwaite,Sana Mir,T20I,17,18,2,2,0,6,105.88,9.0
AE Satterthwaite,TJ Vlaeminck,ODI,10,5,0,1,0,8,50.0,5.0
AE Satterthwaite,TM McGrath,ODI,10,11,0,2,0,5,110.0,11.0
AE Smith,CN Nation,T20I,12,9,0,1,0,7,75.0,9.0
AE Smith,SA Campbelle,T20I,13,13,0,0,1,7,100.0,13.0
AEMP Durayalage,A Rameshan,T20I,10,7,0,1,0,6,70.0,7.0
AF Aoina,Nonoha Yasumoto,T20I,10,4,0,0,0,6,40.0,4.0
AF Buurman,JF Mooney,ODI,12,17,0,3,0,6,141.67,17.0
AF Giles,A Kumble,ODI,18,9,0,1,0,12,50.0,9.0
AF Giles,A Kumble,Test,14,3,0,0,0,11,21.43,3.0
AF Giles,A Nel,ODI,13,23,0,3,1,4,176.92,23.0
AF Giles,AJ Hall,ODI,14,18,0,1,1,5,128.57,18.0
AF Giles,AJ Hall,Test,15,1,1,0,0,14,6.67,1.0
AF Giles,B Lee,ODI,21,21,1,2,0,7,100.0,21.0
AF Giles,B Lee,Test,116,63,1,6,0,80,54.31,63.0
AF Giles,CD Collymore,Test,30,20,0,3,0,21,66.67,20.0
AF Giles,CH Gayle,ODI,17,11,1,0,0,7,64.71,11.0
AF Giles,CH Gayle,Test,12,2,1,0,0,10,16.67,2.0
AF Giles,CK Langeveldt,Test,30,19,0,3,0,22,63.33,19.0
AF Giles,CRD Fernando,Test,28,6,1,0,0,24,21.43,6.0
AF Giles,DJ Bravo,Test,15,10,2,1,0,10,66.67,5.0
AF Giles,DR Smith,Test,11,5,0,1,0,9,45.45,5.0
AF Giles,Danish Kaneria,Test,53,19,0,2,0,41,35.85,19.0
AF Giles,Dewald Pretorius,Test,29,14,0,3,0,24,48.28,14.0
AF Giles,Enamul Haque jnr,Test,17,0,0,0,0,17,0.0,0.0
AF Giles,FH Edwards,Test,17,12,0,2,0,11,70.59,12.0
AF Giles,GD McGrath,ODI,12,12,0,1,0,4,100.0,12.0
AF Giles,GD McGrath,Test,91,71,2,11,0,58,78.02,35.5
AF Giles,Harbhajan Singh,ODI,22,17,1,2,0,14,77.27,17.0
AF Giles,Harbhajan Singh,Test,27,7,0,1,0,23,25.93,7.0
AF Giles,J Srinath,Test,18,9,0,1,0,12,50.0,9.0
AF Giles,JH Kallis,Test,46,23,1,3,0,35,50.0,23.0
AF Giles,JJC Lawson,Test,38,20,0,4,0,30,52.63,20.0
AF Giles,M Muralitharan,ODI,29,6,0,0,0,24,20.69,6.0
AF Giles,M Muralitharan,Test,29,10,0,1,0,23,34.48,10.0
AF Giles,M Ntini,ODI,13,9,3,0,0,4,69.23,3.0
AF Giles,M Ntini,Test,59,41,0,7,0,40,69.49,41.0
AF Giles,MS Kasprowicz,Test,21,18,0,4,0,15,85.71,18.0
AF Giles,Mohammad Rafique,Test,30,9,1,0,0,23,30.0,9.0
AF Giles,Mohammad Sami,Test,21,7,0,1,0,17,33.33,7.0
AF Giles,Mushfiqur Rahman,Test,16,7,1,1,0,13,43.75,7.0
AF Giles,N Boje,ODI,39,20,0,1,1,27,51.28,20.0
AF Giles,N Boje,Test,13,2,1,0,0,12,15.38,2.0
AF Giles,OAC Banks,Test,16,11,0,2,0,11,68.75,11.0
AF Giles,PR Adams,Test,20,7,0,0,0,15,35.0,7.0
AF Giles,RJ Peterson,Test,18,0,0,0,0,18,0.0,0.0
AF Giles,RR Sarwan,Test,17,11,0,0,0,8,64.71,11.0
AF Giles,SK Warne,Test,145,50,6,4,0,114,34.48,8.33
AF Giles,SM Pollock,ODI,28,20,1,2,0,13,71.43,20.0
AF Giles,SM Pollock,Test,73,35,2,5,0,58,47.95,17.5
AF Giles,SR Clark,Test,16,11,1,1,0,11,68.75,11.0
AF Giles,ST Jayasuriya,Test,10,0,0,0,0,10,0.0,0.0
AF Giles,SW Tait,Test,31,9,0,1,0,27,29.03,9.0
AF Giles,Sarandeep Singh,Test,12,6,1,1,0,9,50.0,6.0
AF Giles,Shabbir Ahmed,Test,14,5,1,1,0,12,35.71,5.0
AF Giles,Shahid Afridi,Test,28,19,1,3,0,20,67.86,19.0
AF Giles,Shoaib Akhtar,Test,50,18,1,2,0,40,36.0,18.0
AF Giles,T Panyangara,ODI,10,6,0,0,0,5,60.0,6.0
AF Giles,UDU Chandana,ODI,11,7,0,1,0,7,63.64,7.0
AF Giles,UDU Chandana,Test,11,3,0,0,0,8,27.27,3.0
AF Giles,Yuvraj Singh,ODI,11,4,0,0,0,7,36.36,4.0
AF Ifill,D Heyliger,T20I,15,9,2,1,0,9,60.0,4.5
AF Ifill,Irfan Hafejee,T20I,10,7,1,1,0,7,70.0,7.0
AF Ifill,Saad Bin Zafar,T20I,11,4,1,0,0,8,36.36,4.0
AF Ifill,TK Patel,T20I,10,4,0,0,0,6,40.0,4.0
AF Mapu,I Waqavakatoga,T20I,11,20,1,4,0,4,181.82,20.0
AF Milne,JR Hazlewood,ODI,19,32,2,4,1,6,168.42,16.0
AF Milne,K Rabada,ODI,11,3,2,0,0,8,27.27,1.5
AF Milne,KMDN Kulasekara,ODI,13,14,0,0,0,3,107.69,14.0
AF Milne,SM Boland,ODI,10,13,1,1,0,3,130.0,13.0
AF Milne,Soumya Sarkar,ODI,10,4,1,0,0,6,40.0,4.0
AF Milne,TM Dilshan,ODI,15,8,0,0,0,7,53.33,8.0
AF Sattaur,Alok Kapali,ODI,12,4,1,0,0,10,33.33,4.0
AF Sattaur,Mohammad Rafique,ODI,10,0,0,0,0,10,0.0,0.0
AF Sattaur,Sanwar Hossain,ODI,18,9,0,0,1,14,50.0,9.0
AG Cremer,A Dananjaya,ODI,13,9,0,0,0,4,69.23,9.0
AG Cremer,AB de Villiers,Test,20,5,0,0,0,17,25.0,5.0
AG Cremer,AL Phehlukwayo,Test,11,4,0,1,0,10,36.36,4.0
AG Cremer,AR McBrine,ODI,10,1,0,0,0,9,10.0,1.0
AG Cremer,AR Patel,ODI,28,15,1,1,0,18,53.57,15.0
AG Cremer,Abdur Razzak,ODI,21,6,1,0,0,17,28.57,6.0
AG Cremer,B Kumar,ODI,17,7,1,1,0,13,41.18,7.0
AG Cremer,B Lee,ODI,11,7,0,1,0,7,63.64,7.0
AG Cremer,BKG Mendis,Test,16,13,0,2,0,9,81.25,13.0
AG Cremer,BMAJ Mendis,T20I,14,11,1,1,0,8,78.57,11.0
AG Cremer,CBRLS Kumara,Test,115,56,0,7,0,85,48.7,56.0
AG Cremer,CS Martin,Test,17,3,0,0,0,13,17.65,3.0
AG Cremer,D Bishoo,Test,67,15,1,0,0,55,22.39,15.0
AG Cremer,DAJ Bracewell,Test,12,1,0,0,0,11,8.33,1.0
AG Cremer,DAS Gunaratne,ODI,22,13,0,0,0,10,59.09,13.0
AG Cremer,DAS Gunaratne,Test,16,15,1,2,0,8,93.75,15.0
AG Cremer,DJ Bravo,ODI,14,8,3,1,0,10,57.14,2.67
AG Cremer,DJG Sammy,ODI,26,13,0,1,0,16,50.0,13.0
AG Cremer,DL Vettori,ODI,11,3,0,0,0,8,27.27,3.0
AG Cremer,DL Vettori,Test,61,17,4,2,0,52,27.87,4.25
AG Cremer,DS Kulkarni,ODI,27,21,2,1,0,12,77.78,10.5
AG Cremer,Enamul Haque jnr,ODI,12,3,0,0,0,9,25.0,3.0
AG Cremer,Enamul Haque jnr,Test,75,26,0,2,0,62,34.67,26.0
AG Cremer,GSNFG Jayasuriya,ODI,10,8,0,1,0,5,80.0,8.0
AG Cremer,HK Bennett,ODI,13,12,0,1,0,7,92.31,12.0
AG Cremer,HMRKB Herath,Test,178,52,3,5,0,144,29.21,17.33
AG Cremer,IS Sodhi,ODI,16,6,1,0,0,10,37.5,6.0
AG Cremer,IS Sodhi,Test,41,14,1,2,0,35,34.15,14.0
AG Cremer,J Blackwood,Test,20,7,0,0,0,14,35.0,7.0
AG Cremer,JDF Vandersay,ODI,14,4,1,0,0,10,28.57,4.0
AG Cremer,JH Kallis,Test,21,4,0,0,0,19,19.05,4.0
AG Cremer,JO Holder,Test,23,0,1,0,0,23,0.0,0.0
AG Cremer,KA Maharaj,Test,13,5,0,1,0,11,38.46,5.0
AG Cremer,KA Pollard,ODI,14,4,0,0,0,12,28.57,4.0
AG Cremer,KAJ Roach,Test,18,3,0,0,0,16,16.67,3.0
AG Cremer,KC Brathwaite,Test,37,9,0,0,0,29,24.32,9.0
AG Cremer,KMDN Kulasekara,ODI,18,4,0,0,0,15,22.22,4.0
AG Cremer,KS Williamson,Test,10,0,1,0,0,10,0.0,0.0
AG Cremer,M Muralitharan,ODI,10,5,0,0,0,6,50.0,5.0
AG Cremer,M Zondeki,Test,25,1,1,0,0,24,4.0,1.0
AG Cremer,MDK Perera,Test,90,34,1,0,0,63,37.78,34.0
AG Cremer,MJ Guptill,Test,12,1,1,0,0,11,8.33,1.0
AG Cremer,MJ Santner,Test,28,0,0,0,0,28,0.0,0.0
AG Cremer,MN Samuels,Test,32,14,2,2,0,24,43.75,7.0
AG Cremer,MRJ Watt,ODI,15,5,0,0,0,12,33.33,5.0
AG Cremer,Mahmudullah,ODI,14,11,0,1,0,8,78.57,11.0
AG Cremer,Mashrafe Mortaza,ODI,13,5,0,0,0,8,38.46,5.0
AG Cremer,Mustafizur Rahman,ODI,13,14,0,2,0,5,107.69,14.0
AG Cremer,N Boje,Test,16,1,0,0,0,15,6.25,1.0
AG Cremer,N Pradeep,ODI,12,4,1,0,0,9,33.33,4.0
AG Cremer,N Wagner,Test,39,15,1,3,0,34,38.46,15.0
AG Cremer,NL McCullum,ODI,13,8,0,0,0,6,61.54,8.0
AG Cremer,NLTC Perera,ODI,14,11,0,1,0,9,78.57,11.0
AG Cremer,NO Miller,ODI,24,16,1,0,1,15,66.67,16.0
AG Cremer,Nasir Hossain,ODI,11,5,1,0,0,6,45.45,5.0
AG Cremer,PADLR Sandakan,ODI,11,12,0,2,0,5,109.09,12.0
AG Cremer,R Rampaul,ODI,10,6,0,0,0,4,60.0,6.0
AG Cremer,RAS Lakmal,Test,79,42,0,5,0,60,53.16,42.0
AG Cremer,RL Chase,Test,52,11,0,0,0,41,21.15,11.0
AG Cremer,Robiul Islam,Test,41,18,0,2,0,30,43.9,18.0
AG Cremer,Rubel Hossain,ODI,18,11,1,1,0,13,61.11,11.0
AG Cremer,Rubel Hossain,Test,34,19,0,2,0,25,55.88,19.0
AG Cremer,S Shillingford,Test,69,30,2,0,2,56,43.48,15.0
AG Cremer,SE Bond,Test,10,3,0,0,0,8,30.0,3.0
AG Cremer,SL Malinga,ODI,17,15,0,1,0,8,88.24,15.0
AG Cremer,SPD Smith,ODI,13,13,0,1,0,4,100.0,13.0
AG Cremer,SS Pathirana,ODI,15,9,0,0,0,6,60.0,9.0
AG Cremer,ST Gabriel,Test,27,13,1,2,0,21,48.15,13.0
AG Cremer,STR Binny,ODI,17,19,1,2,0,6,111.76,19.0
AG Cremer,Shakib Al Hasan,ODI,58,20,4,1,0,43,34.48,5.0
AG Cremer,Shakib Al Hasan,Test,48,14,0,1,0,41,29.17,14.0
