bowler,format,recent_wkts,recent_econ,recent_avg,career_econ,career_avg,form_score,form_label
Akash Madhwal,IPL,4,11.07,41.5,9.86,22.69,71.9,Average
Akash Singh,IPL,8,10.149999999999999,22.375,9.86,31.23,118.4,On Fire
Akash Waduwalage,T20I,0,7.0,21.0,7.0,21.0,100.0,Good
Akhil Arjunan,T20I,11,6.925,17.8,7.37,25.47,124.8,On Fire
Akhil Kumar,ODI,6,4.949999999999999,35.335,5.07,29.6,93.1,Good
Akhil Kumar,T20I,6,7.88,26.5,7.61,22.73,91.2,Good
Akif Javed,ODI,7,5.79,23.57,5.79,23.57,100.0,Good
Akif Javed,PSL,16,10.41,26.96,9.06,22.66,85.5,Good
Akif Raja,T20I,7,6.12,14.14,7.71,22.79,143.6,On Fire
Al Maseera Jahangir,ODI,2,3.2,8.0,3.2,8.0,100.0,Good
Al Maseera Jahangir,T20I,3,0.86,0.67,2.59,6.33,623.0,On Fire
Ali Dawood,T20I,91,6.59,13.74,6.2,13.11,94.7,Good
Ali Hasan,T20I,5,8.42,29.2,6.51,18.08,69.6,Average
Ali Hussain,T20I,2,12.14,42.5,9.55,42.0,88.7,Good
Ali Khan,CPL,1,11.03,68.0,8.71,23.09,56.5,Poor
Ali Khan,ODI,0,5.5,44.0,4.8,16.74,62.7,Average
Ali Khan,T20I,5,8.684999999999999,29.335,8.67,30.65,102.2,Good
Ali Majid,PSL,2,7.25,14.5,7.75,31.0,160.3,On Fire
Ali Masood,T20I,3,8.0,10.67,8.34,16.83,131.0,On Fire
Ali Nawaz,T20I,6,16.29,29.0,12.05,40.5,106.8,Good
Ali Nayyer,T20I,9,6.63,16.33,7.18,18.64,111.2,On Fire
Ali Rasool,T20I,1,12.07,26.0,11.18,49.67,141.8,On Fire
Ali Raza,PSL,25,9.3,19.085,9.18,18.84,98.7,Good
Ali Sheikh,T20I,10,6.41,14.1,6.41,14.1,100.0,Good
Ali Usman,Test,13,2.97,23.46,2.97,23.46,100.0,Good
Alifiya Sayed,T20I,15,5.08,17.75,5.44,20.5,111.3,On Fire
Alina Aslam,T20I,14,5.635,20.38,5.23,18.68,92.2,Good
Amad Butt,PSL,3,11.62,31.0,9.76,30.91,91.9,Good
Amal Jacob,T20I,10,7.945,30.71,7.96,27.54,94.9,Good
Amalin Sorfina,T20I,0,5.665,17.0,6.91,76.0,284.5,On Fire
Amandeep Singh,T20I,0,11.2,56.0,7.27,27.25,56.8,Poor
Amar Sharma,T20I,4,10.94,38.75,8.49,34.08,82.8,Average
Amarpal Kaur,T20I,14,5.25,13.5,4.53,8.69,75.3,Average
Amaya Rajapaksha,T20I,1,6.605,40.0,6.67,80.0,150.5,On Fire
Amber Kainat,T20I,1,7.0,14.0,7.0,14.0,100.0,Good
Amelia Griffiths,T20I,1,8.45,93.0,8.45,93.0,100.0,Good
Amina Kashif,T20I,5,8.09,23.915,8.18,24.0,100.7,Good
Aminata Kamara,T20I,24,4.85,14.75,5.27,18.68,117.7,On Fire
Amir Butt,T20I,9,6.8,14.035,7.86,18.78,124.7,On Fire
Amir Farooq,T20I,0,10.67,32.0,7.94,23.19,73.4,Average
Amir Khan,T20I,3,5.25,9.33,5.25,9.33,100.0,Good
Amjad Sher,T20I,28,6.205,15.985000000000001,6.53,19.45,113.5,On Fire
Amma Kashif,T20I,0,7.5,15.0,6.2,31.0,144.7,On Fire
Amna Tariq,T20I,14,4.484999999999999,16.95,5.01,16.36,104.1,Good
Anas Khan,T20I,8,10.23,20.0,6.51,12.71,63.6,Average
Angela Busa,T20I,2,7.52,44.5,7.52,44.5,100.0,Good
Anjar Tadarus,T20I,25,7.625,39.3,7.44,24.46,79.9,Average
Ankita Mehta,T20I,0,10.29,24.0,10.29,24.0,100.0,Good
Ankush Singh,T20I,1,5.08,11.0,5.08,11.0,100.0,Good
Ansh Patel,ODI,1,7.0,168.0,6.55,62.25,65.3,Average
Ansh Patel,T20I,11,5.6450000000000005,14.835,5.75,10.45,86.2,Good
Anshuman Rath,T20I,2,14.14,16.5,8.06,36.25,138.3,On Fire
Anskumar Ahir,T20I,1,6.34,37.0,6.34,37.0,100.0,Good
Anu Kadayat,T20I,0,11.5,23.0,11.5,23.0,100.0,Good
Aqib Iqbal,T20I,51,7.37,22.435000000000002,7.05,19.92,92.2,Good
Aqif Farooq,T20I,3,11.91,45.5,11.0,40.33,90.5,Good
Arafat Minhas,ODI,8,3.31,10.75,3.31,10.75,100.0,Good
Arafat Minhas,PSL,9,10.52,37.5,8.33,28.6,77.7,Average
Areeba Mughal,T20I,0,4.5,9.0,4.5,9.0,100.0,Good
Arif Nasir Uddin,T20I,0,10.25,41.0,10.25,41.0,100.0,Good
Arif Ullah,T20I,11,6.665,18.95,7.8,18.09,106.2,Good
Arif Yaqoob,PSL,7,6.5,13.0,7.77,15.53,119.5,On Fire
Arjun Tendulkar,IPL,1,9.0,36.0,9.18,30.0,92.7,Good
Arjun Vinod,T20I,0,16.5,16.5,8.76,59.6,207.2,On Fire
Arshad Khan,IPL,14,10.085,28.835,11.0,33.45,112.5,On Fire
Arshdeep Singh,IPL,36,9.530000000000001,31.095,9.16,25.92,89.7,Good
Arshdeep Singh,ODI,14,6.17,34.275,5.52,24.39,80.3,Average
Arshdeep Singh,T20I,44,8.905000000000001,22.405,8.55,18.92,90.2,Good
Arslan Amjad,T20I,3,9.96,31.0,10.05,31.0,100.5,Good
Arun Yadav,T20I,7,6.4,12.05,8.23,15.29,127.7,On Fire
Aryaa Kulkarni,T20I,1,3.53,10.0,3.53,10.0,100.0,Good
Asad Rasheed,T20I,5,10.44,25.4,10.44,25.4,100.0,Good
Ashar Abbas,T20I,0,12.0,24.0,12.0,24.0,100.0,Good
Ashi Chopla,T20I,4,5.28,24.835,6.15,31.75,122.2,On Fire
Ashmal Hashmi,T20I,1,10.855,76.0,9.81,152.0,145.2,On Fire
Ashok Sharma,IPL,6,10.77,38.0,10.77,38.0,100.0,Good
Ashok Sharma,T20I,1,6.12,49.0,6.12,49.0,100.0,Good
Ashraful Shuvo,T20I,8,6.0,15.0,6.43,18.5,115.2,On Fire
Ashwani Kumar,IPL,17,10.67,19.045,10.83,19.65,102.3,Good
Ashwin Vinod,T20I,17,7.664999999999999,15.995000000000001,7.38,17.5,102.8,Good
Ashwini Balaji,T20I,11,7.380000000000001,34.865,6.78,31.55,91.2,Good
Asif Afridi,PSL,14,7.77,27.64,7.44,23.23,89.9,Good
Asif Afridi,Test,6,2.44,15.67,2.44,15.67,100.0,Good
Asif Ali,T20I,22,6.9350000000000005,23.165,6.42,21.04,91.7,Good
Asif Javed,T20I,9,4.59,8.67,4.59,8.67,100.0,Good
Asif Khan,T20I,0,3.0,3.0,3.0,3.0,100.0,Good
Asif Mehmood,PSL,5,10.6,10.6,10.6,10.6,100.0,Good
Asif Shaikh,T20I,21,6.37,16.665,6.37,17.43,102.3,Good
Aslam Bera,T20I,7,7.21,28.86,7.21,28.86,100.0,Good
Aslan Jafri,T20I,9,20.825,26.78,8.75,23.33,64.6,Average
Ateeq Iqbal,T20I,20,6.915,19.53,6.12,19.42,94.0,Good
Atif Mehmood,T20I,4,5.8,14.5,5.49,18.0,109.4,Good
Attia Diwan Ali,T20I,4,7.54,17.835,7.1,17.75,96.8,Good
Aue Oru,T20I,11,5.18,8.0,5.18,8.0,100.0,Good
Auqib Nabi,IPL,0,11.04,149.0,11.04,149.0,100.0,Good
Avesh Khan,IPL,19,10.68,41.480000000000004,9.26,27.34,76.3,Average
Avishka Iroshan,T20I,5,8.21,23.0,8.43,23.6,102.6,Good
Awais Ahmad,T20I,2,7.42,23.5,7.42,23.5,100.0,Good
Awais Ikram,T20I,2,8.73,24.0,9.75,23.4,104.6,Good
Ayaz Dadabhai,T20I,22,5.984999999999999,12.27,5.89,12.32,99.4,Good
Ayesha Zafar,ODI,3,5.72,48.0,5.55,54.0,104.8,Good
Ayesha Zafar,T20I,14,7.04,11.57,7.04,11.57,100.0,Good
Aysha,T20I,10,6.135,26.52,6.34,20.33,90.0,Good
Ayyaz Qureshi,T20I,0,7.5,15.0,8.55,22.8,133.0,On Fire
Aziz Mohammad,T20I,11,8.655,15.695,8.23,19.06,108.3,Good
Azmatullah Omarzai,IPL,11,9.844999999999999,34.605000000000004,9.63,37.87,103.6,Good
Azri Azhar,T20I,4,8.575,22.5,7.79,42.5,139.9,On Fire
B Akhilesh Reddy,T20I,1,5.31,85.0,5.31,85.0,100.0,Good
B Balala,T20I,4,7.46,49.375,8.62,65.2,123.8,On Fire
B Biza,ODI,1,5.12,132.0,5.13,85.0,82.3,Average
B Biza,T20I,12,7.445,29.28,6.74,17.71,75.5,Average
B Doggett,BBL,3,9.84,80.5,8.5,29.26,61.4,Average
B Doggett,Test,8,4.42,26.88,4.42,26.88,100.0,Good
B Dugic,T20I,2,11.2,56.0,11.44,68.67,112.4,On Fire
B Evans,ODI,7,5.02,39.55,5.6,31.25,95.3,Good
B Evans,T20I,54,8.56,16.42,8.39,17.34,101.8,Good
B Evans,Test,3,4.05,28.33,3.48,40.0,113.6,On Fire
B Fernando,T20I,6,8.38,28.17,8.21,27.25,97.4,Good
B Ito-Davis,T20I,14,4.654999999999999,12.575,4.31,8.13,78.6,Average
B Kasinja,T20I,6,4.66,24.83,4.66,24.83,100.0,Good
B Keganne,T20I,3,7.29,24.25,7.8,26.0,107.1,Good
B Kgosiemang,T20I,11,7.075,20.635,7.51,23.45,109.9,Good
B Khumalo,T20I,10,6.32,13.0,7.15,23.88,148.4,On Fire
B Kumar,IPL,48,8.61,21.765,7.69,24.33,100.5,Good
B Leo,T20I,0,10.5,21.0,8.23,25.8,100.6,Good
B Mejaro,T20I,8,7.9,22.88,7.84,23.67,101.3,Good
B Mngoma,T20I,0,12.33,37.0,12.33,37.0,100.0,Good
B Mosoaboli,T20I,2,6.11,27.5,6.11,27.5,100.0,Good
B Murekatete,T20I,26,5.234999999999999,13.815000000000001,4.95,13.56,96.4,Good
B Muzarabani,IPL,5,10.71,15.0,10.71,15.0,100.0,Good
B Muzarabani,ODI,11,4.245,26.27,5.03,31.77,119.7,On Fire
B Muzarabani,T20I,37,7.609999999999999,21.935000000000002,6.92,20.78,92.8,Good
B Muzarabani,Test,36,3.17,21.665,3.38,26.79,115.1,On Fire
B Namuunzul,T20I,0,8.84,28.0,8.53,81.0,192.9,On Fire
B Niaz,T20I,4,11.75,13.625,7.69,18.22,99.6,Good
B Passoni,T20I,0,8.0,8.0,8.0,8.0,100.0,Good
B Phelenyane,T20I,13,6.390000000000001,17.85,6.71,21.65,113.1,On Fire
B Pierre,T20I,0,8.67,78.0,8.67,78.0,100.0,Good
B Pondani,T20I,4,12.05,31.5,6.87,23.2,65.3,Average
B Shikongo,ODI,0,8.45,93.0,5.96,32.96,53.0,Poor
B Shikongo,T20I,10,10.075,28.72,6.97,18.52,66.8,Average
B Shotorova,T20I,10,5.475,16.71,6.41,19.82,117.8,On Fire
B Siddharth,ODI,5,4.305,29.585,4.15,26.0,92.1,Good
B Siddharth,T20I,0,7.0,14.0,9.47,30.0,174.8,On Fire
B Stanlake,BBL,9,8.11,26.465,8.16,28.59,104.3,Good
B Stanlake,ODI,0,6.17,37.0,5.55,51.57,114.7,On Fire
B Tlali,T20I,13,3.955,13.15,4.02,13.23,101.1,Good
B Unenchtseceg,T20I,2,6.31,30.5,6.31,30.5,100.0,Good
B Ward,T20I,9,6.42,28.145,5.58,13.43,67.3,Average
B White,T20I,3,9.32,44.0,8.34,30.13,79.0,Average
B van Zyl,T20I,12,5.04,10.5,5.04,10.5,100.0,Good
BA Carse,ODI,9,6.81,56.0,6.37,40.3,82.8,Average
BA Carse,T20I,14,9.46,22.86,8.99,20.6,92.6,Good
BA Carse,Test,32,4.545,47.995,3.83,29.68,73.1,Average
BA Pai,T20I,2,4.67,14.0,6.64,22.72,152.2,On Fire
BA Stokes,Test,42,3.19,25.34,3.29,30.5,111.7,On Fire
BAD Manenti,BBL,3,6.715,29.835,7.32,29.12,103.3,Good
BAD Manenti,T20I,7,6.845000000000001,29.3,7.57,41.62,126.3,On Fire
BADL Faunce,T20I,2,6.98,25.0,6.98,25.0,100.0,Good
BC Fortuin,ODI,3,4.51,39.33,5.19,29.76,95.4,Good
BC Fortuin,T20I,10,7.83,18.05,7.81,21.7,110.0,Good
BE Fletcher,T20I,2,12.0,30.0,12.0,30.0,100.0,Good
BF Mailata,T20I,4,10.33,38.75,10.33,38.75,100.0,Good
BFW de Leede,ODI,1,4.75,43.5,5.98,32.87,100.7,Good
BFW de Leede,T20I,13,6.845,13.594999999999999,7.89,18.59,126.0,On Fire
BG Illing,ODI,17,4.9,30.53,4.89,30.41,99.7,Good
BG Illing,T20I,11,6.605,26.75,6.33,28.18,100.6,Good
BG Lister,ODI,2,6.2,31.0,6.11,36.67,108.4,Good
BG Lister,T20I,0,5.75,23.0,8.3,30.82,139.2,On Fire
BJ Bennett,ODI,1,5.83,35.0,7.75,62.0,155.0,On Fire
BJ Bennett,T20I,3,8.879999999999999,29.665,8.44,27.67,94.2,Good
BJ Bennett,Test,1,4.15,199.0,4.15,199.0,100.0,Good
BJ Currie,ODI,22,5.380000000000001,16.240000000000002,4.22,13.08,79.5,Average
BJ Currie,T20I,8,7.01,21.875,5.88,12.25,69.9,Average
BJ Dwarshuis,BBL,20,8.305,31.83,8.08,21.61,82.6,Average
BJ Dwarshuis,IPL,2,12.75,25.5,12.75,25.5,100.0,Good
BJ Dwarshuis,ODI,8,6.285,42.144999999999996,5.79,30.89,82.7,Average
BJ Dwarshuis,PSL,7,10.29,30.86,10.29,30.86,100.0,Good
BJ Dwarshuis,T20I,19,9.46,29.895,9.38,22.33,86.9,Good
BJ Konstas,T20I,3,9.33,18.67,9.33,18.67,100.0,Good
BJ McCarthy,ODI,10,7.32,20.0,5.94,29.63,114.6,On Fire
BJ McCarthy,T20I,18,9.344999999999999,25.205,8.65,28.09,102.0,Good
BJ McCarthy,Test,8,3.58,21.12,3.1,20.33,91.4,Good
BJ McMullen,ODI,33,4.890000000000001,23.225,4.53,20.65,90.8,Good
BJ McMullen,T20I,7,8.795,48.665,8.92,41.11,92.9,Good
BJ Webster,BBL,2,8.48,47.0,7.39,36.35,82.2,Average
BJ Webster,Test,11,3.315,33.625,3.24,28.91,91.9,Good
BK Majji,T20I,5,4.09,6.4,4.09,6.4,100.0,Good
BK Stroud,T20I,0,6.18,68.0,5.92,30.43,70.3,Average
BL Couch,BBL,6,10.19,54.7,8.98,25.5,67.4,Average
BM Halliday,ODI,1,5.02,82.0,5.5,36.12,76.8,Average
BM Halliday,T20I,2,5.5,5.5,6.71,11.3,163.7,On Fire
BM Scholtz,ODI,37,3.125,20.31,3.27,18.41,97.6,Good
BM Scholtz,T20I,14,7.295,34.645,6.34,20.86,73.6,Average
BM Tickner,ODI,13,5.8100000000000005,18.21,6.38,29.45,135.8,On Fire
BM Tickner,Test,11,3.36,13.785,4.0,26.26,154.8,On Fire
BMA Mbida,T20I,7,6.06,29.43,6.33,26.54,97.3,Good
BMSM Kumari,ODI,18,4.755,29.400000000000002,5.23,39.92,122.9,On Fire
BMSM Kumari,T20I,19,6.6,23.955,6.23,23.78,96.8,Good
BN Toube,T20I,5,5.34,11.4,7.77,19.16,156.8,On Fire
BR Hampton,PSL,1,16.0,32.0,16.0,32.0,100.0,Good
BTJ Wheal,T20I,2,9.21,43.0,8.48,25.04,75.2,Average
BV Sears,ODI,10,5.74,19.7,5.74,19.7,100.0,Good
BV Sears,PSL,5,9.69,29.4,9.69,29.4,100.0,Good
BV Sears,T20I,6,7.6899999999999995,21.125,8.48,22.35,108.0,Good
BV Sears,Test,4,3.18,37.25,3.88,34.44,107.2,Good
Babar Hayat,T20I,0,5.0,5.0,5.0,5.0,100.0,Good
Baseer Khan,T20I,26,5.71,13.815,6.64,17.88,122.9,On Fire
Basharat Hussain,T20I,1,9.45,104.0,9.45,104.0,100.0,Good
Basil Hameed,T20I,0,10.5,21.0,7.01,15.74,70.9,Average
Basir Ahamad,ODI,0,5.8,29.0,4.26,50.0,122.9,On Fire
Bhargav Narasimha,T20I,7,6.62,15.14,6.59,14.0,96.0,Good
Bilal Ahmad Mir,T20I,11,8.41,17.45,8.41,17.45,100.0,Good
Bilal Masud,T20I,1,14.5,20.0,7.24,18.25,70.6,Average
Bilal Shah,T20I,0,9.0,18.0,9.0,18.0,100.0,Good
Bilal Tahir,T20I,1,9.5,13.5,6.0,12.33,77.2,Average
Bilal Zalmai,T20I,55,6.87,21.945,6.76,21.45,98.1,Good
Bipin Kumar,T20I,1,9.78,150.0,8.3,77.0,68.1,Average
Boio Ray,T20I,0,6.0,12.0,6.0,12.0,100.0,Good
Borna Pejic,T20I,0,13.0,13.0,13.0,13.0,100.0,Good
Brijesh Sharma,IPL,14,9.75,32.14,9.75,32.14,100.0,Good
Bukhar Illikkal,T20I,1,8.43,59.0,7.0,39.2,74.7,Average
C Abel,ODI,7,4.85,22.86,4.44,21.17,92.1,Good
C Abel,T20I,17,6.425000000000001,16.615000000000002,6.12,14.34,90.8,Good
C Agafili,T20I,2,4.74,17.0,4.74,17.0,100.0,Good
C Aweko,T20I,51,5.0600000000000005,15.045,4.34,10.85,78.9,Average
C Bah,T20I,5,8.375,37.75,6.79,32.23,83.2,Average
C Bevin,T20I,2,9.07,32.5,9.07,32.5,100.0,Good
C Bosch,IPL,14,8.685,35.0,9.09,17.86,77.8,Average
C Bosch,ODI,10,6.93,58.7,7.0,59.64,101.3,Good
C Bosch,T20I,36,7.85,16.6,7.86,16.44,99.6,Good
C Bosch,Test,11,3.08,16.82,3.48,18.88,112.6,On Fire
C Bull,T20I,24,5.2,17.25,5.2,17.25,100.0,Good
C Bwanali,T20I,8,5.15,15.735,5.22,16.75,103.9,Good
C Campher,ODI,3,3.67,11.0,5.6,30.39,214.4,On Fire
C Campher,PSL,1,6.75,27.0,6.75,27.0,100.0,Good
C Campher,T20I,1,8.18,63.0,8.35,31.58,76.1,Average
C Campher,Test,0,3.81,80.0,4.69,113.0,132.2,On Fire
C Cassell,ODI,4,6.41,54.5,5.85,24.36,68.0,Average
C Cassell,T20I,2,11.5,23.0,13.0,32.5,127.2,On Fire
C Chatonzwa,ODI,4,6.0,30.0,5.59,25.7,89.4,Good
C Chatonzwa,T20I,6,7.18,25.33,6.78,23.88,94.4,Good
C Chatphaisan,T20I,4,7.915,17.75,6.27,15.44,83.1,Average
C Chukwuonye,T20I,12,4.47,6.58,4.4,6.7,100.1,Good
C Cirino,T20I,1,7.41,18.5,7.16,37.0,148.3,On Fire
C Cirlig,T20I,1,6.38,17.0,7.6,38.0,171.3,On Fire
C Connolly,BBL,20,6.640000000000001,15.75,6.83,17.0,105.4,Good
C Connolly,ODI,6,4.82,17.67,5.27,22.83,119.3,On Fire
C Connolly,T20I,3,10.135,55.0,9.24,77.0,115.6,On Fire
C Connolly,Test,0,4.2,21.0,4.2,21.0,100.0,Good
C De Freitas,T20I,0,3.5,7.0,3.5,7.0,100.0,Good
C Dickson,T20I,12,5.1850000000000005,10.690000000000001,6.32,19.52,152.2,On Fire
C Elmore,T20I,4,4.84,6.25,4.84,6.25,100.0,Good
C Forshaw,T20I,5,8.370000000000001,28.085,8.02,14.27,73.3,Average
C Green,IPL,7,10.56,33.43,9.4,33.26,94.3,Good
C Green,ODI,1,5.67,85.0,5.75,39.5,73.9,Average
C Green,T20I,2,9.68,35.5,9.15,24.07,81.2,Average
C Green,Test,4,4.395,105.83500000000001,3.5,38.83,58.2,Poor
C Greenshields,T20I,5,7.25,11.6,7.25,11.6,100.0,Good
C Henery,T20I,5,7.52,18.8,5.59,12.45,70.3,Average
C Hinze,T20I,23,4.955,13.615,5.05,12.17,95.7,Good
C Karunaratne,T20I,0,9.25,37.0,8.19,36.19,93.2,Good
C Kellaway,BBL,0,8.0,16.0,9.0,36.0,168.8,On Fire
C Kyewuta,T20I,10,7.77,20.2,6.61,15.28,80.4,Average
C Liebenberg,T20I,9,7.53,14.22,7.47,15.78,105.1,Good
C Lokuge,T20I,5,4.88,20.0,4.88,20.0,100.0,Good
C Mahamalage,T20I,23,5.890000000000001,16.8,5.69,17.06,99.1,Good
C Munoz-Mills,T20I,1,3.0,3.0,3.0,3.0,100.0,Good
C Munro,CPL,0,21.6,18.0,10.97,64.0,203.2,On Fire
C Murray,ODI,16,6.35,41.205,5.99,29.65,83.1,Average
C Murray,T20I,19,7.12,24.505,6.88,21.17,91.5,Good
C Mutasa,ODI,1,9.24,57.0,9.24,57.0,100.0,Good
C Mutasa,T20I,0,9.12,38.0,8.27,102.0,179.6,On Fire
C Nzabarinda,T20I,2,9.67,29.0,9.67,29.0,100.0,Good
C Ostergaard,T20I,10,5.885,22.560000000000002,5.45,19.0,88.4,Good
C Pengkumta,T20I,9,6.970000000000001,15.275,7.03,20.56,117.7,On Fire
C Perry,T20I,3,7.78,70.0,5.94,17.76,50.9,Poor
C Piparo,T20I,1,7.71,9.0,7.71,9.0,100.0,Good
C Praboda,T20I,3,6.4,32.0,6.4,32.0,100.0,Good
C Prasad,ODI,0,5.08,72.0,5.08,72.0,100.0,Good
C Prasad,T20I,13,3.27,2.77,3.27,2.77,100.0,Good
C Roberts,T20I,4,14.74,14.875,9.68,12.5,74.9,Average
C Rububagumya,T20I,9,6.64,20.78,7.43,19.85,103.7,Good
C Rumistrzewicz,T20I,10,4.175,10.559999999999999,4.77,11.34,110.8,On Fire
C Sakariya,IPL,0,13.0,39.0,8.53,31.9,73.7,Average
C Shivakumar,T20I,0,10.29,72.0,10.29,72.0,100.0,Good
C Sosa,T20I,9,4.1,14.309999999999999,4.64,14.41,106.9,Good
C Sridev,T20I,6,8.46,18.33,8.46,18.33,100.0,Good
C Stow,BBL,8,7.425,18.25,7.36,18.25,99.6,Good
C Sutthiruang,ODI,3,4.765,50.0,4.57,32.0,80.0,Average
C Sutthiruang,T20I,19,5.475,16.79,4.52,14.7,85.1,Good
C Tchale,T20I,7,8.69,36.0,8.69,36.0,100.0,Good
C Trott,T20I,0,4.5,18.0,4.5,18.0,100.0,Good
C Udekwe,T20I,2,7.0,17.5,5.75,14.53,82.6,Average
C Valencia,T20I,6,5.44,8.17,5.44,8.17,100.0,Good
C Wickramasinghe,ODI,1,7.09,52.0,7.07,66.0,113.3,On Fire
C Wickramasinghe,T20I,0,11.0,11.0,7.86,55.0,285.7,On Fire
C Wijesinghe,T20I,12,4.220000000000001,10.5,3.94,9.08,89.9,Good
C Wright,T20I,13,7.205,25.895,6.8,18.54,83.0,Average
C de Lange,ODI,0,6.6,22.0,4.18,36.08,113.7,On Fire
C de Lange,T20I,43,6.085,18.935,5.39,17.21,89.7,Good
CA Henry,ODI,1,5.28,102.5,5.05,38.0,66.4,Average
CA Henry,T20I,9,6.99,20.44,6.86,27.79,117.0,On Fire
CA Henry,WPL,20,8.395,27.56,8.4,23.65,92.9,Good
CA Keita,T20I,1,8.0,8.0,7.47,10.17,110.2,On Fire
CA Young,T20I,11,11.82,15.2,8.18,20.59,102.3,Good
CA Young,Test,0,3.79,110.0,3.53,62.33,74.9,Average
CAK Rajitha,Test,0,3.92,102.0,3.26,30.36,56.5,Poor
CB Roposo,T20I,9,8.434999999999999,21.33,6.94,15.32,77.0,Average
CBRLS Kumara,CPL,1,18.33,55.0,18.33,55.0,100.0,Good
CBRLS Kumara,ODI,0,8.0,48.0,6.48,32.05,73.9,Average
CBRLS Kumara,Test,3,4.9,47.835,3.89,35.68,77.0,Average
CE Dean,ODI,21,4.529999999999999,28.97,4.7,22.52,90.7,Good
CE Dean,T20I,33,6.97,17.729999999999997,6.93,17.0,97.7,Good
CE Dean,WPL,2,11.75,23.5,11.75,23.5,100.0,Good
CE McConchie,PSL,0,10.83,83.0,10.83,83.0,100.0,Good
CE McConchie,T20I,2,9.5,38.0,7.88,26.56,76.4,Average
CG Campbell,T20I,1,14.0,42.0,14.0,42.0,100.0,Good
CH Stobo,BBL,1,6.5,13.0,6.5,13.0,100.0,Good
CH van Koolwijk,T20I,0,11.14,13.0,6.63,21.0,110.5,On Fire
CI Manidom,T20I,5,5.82,13.2,5.82,13.3,100.4,Good
CJ Boyce,BBL,4,6.9350000000000005,23.665,7.54,23.42,103.8,Good
CJ Dala,ODI,1,5.88,47.0,6.68,84.0,146.2,On Fire
CJ Dias,T20I,6,4.75,19.4,5.02,15.77,93.5,Good
CJ Gannon,BBL,2,8.73,48.0,8.84,23.62,75.2,Average
CJ Green,BBL,12,7.1850000000000005,41.0,7.26,28.77,85.6,Good
CJ Green,CPL,12,6.904999999999999,26.945,6.47,23.0,89.5,Good
CJ Green,PSL,8,6.78,22.88,6.68,24.5,102.8,Good
CJ Jordan,BBL,16,8.719999999999999,71.565,8.74,27.37,69.2,Average
CJ Jordan,PSL,3,11.78,53.0,8.62,23.65,58.9,Poor
CJ Langford,T20I,3,7.34,49.33,6.46,18.59,62.8,Average
CJPF Kalugamage,T20I,14,7.654999999999999,27.085,6.88,18.72,79.5,Average
CK Jasmat,T20I,13,6.625,26.96,6.51,26.65,98.6,Good
CL Tryon,ODI,19,5.365,50.99,4.79,37.5,81.4,Average
CL Tryon,T20I,13,6.945,27.07,6.9,32.7,110.1,On Fire
CL Tryon,WPL,2,10.55,58.0,10.55,58.0,100.0,Good
CM Akachukwu,T20I,1,9.21,112.0,7.96,30.83,57.0,Poor
CM Carroll,T20I,3,9.02,60.67,9.02,60.67,100.0,Good
CM Gough,T20I,8,5.3,19.75,5.26,15.32,88.4,Good
CM Greechan,T20I,9,2.9250000000000003,7.835,3.33,7.88,107.2,Good
CM Madsen,T20I,1,11.32,117.0,11.11,68.5,78.3,Average
CM Mbebe,T20I,4,7.445,34.875,7.92,49.5,124.2,On Fire
CM McBride,ODI,0,4.38,35.0,4.5,33.75,99.6,Good
CM McBride,T20I,0,14.0,14.0,14.0,14.0,100.0,Good
CN Ackermann,ODI,1,1.82,20.0,4.49,28.69,195.1,On Fire
CN Ackermann,T20I,0,11.5,69.0,6.64,32.09,52.1,Poor
CN Greaves,ODI,3,8.0,8.0,5.46,20.55,162.6,On Fire
CN Greaves,T20I,9,7.17,14.33,7.53,21.52,127.6,On Fire
CPPM Sadun,T20I,0,7.26,46.0,6.54,26.78,74.2,Average
CR Woakes,Test,11,3.15,52.18,3.03,28.57,75.5,Average
CS Fraser,ODI,3,6.13,61.33,6.04,47.1,87.7,Good
CS Fraser,T20I,4,8.8,27.5,8.04,22.71,87.0,Good
CS Nascimento,T20I,20,5.32,13.2,5.14,13.17,98.2,Good
CV Fernandes Torres,T20I,1,4.62,10.0,4.62,10.0,100.0,Good
CV Ranasinghe,T20I,3,8.0,34.67,8.0,34.67,100.0,Good
CV Varun,IPL,29,8.219999999999999,26.265,7.69,24.08,92.6,Good
CV Varun,ODI,10,4.73,19.0,4.73,19.0,100.0,Good
CV Varun,T20I,57,8.215,18.54,7.67,16.91,92.3,Good
CW Perchard,T20I,14,6.65,14.175,6.22,13.55,94.6,Good
Cai Yuzhi,T20I,10,5.08,15.1,5.4,12.52,94.6,Good
Camila Valdes,T20I,1,6.21,29.0,10.38,45.0,161.2,On Fire
Chamalka Fernando,T20I,0,12.33,37.0,12.33,37.0,100.0,Good
Chan Ka Man,T20I,7,5.05,15.14,4.29,12.55,83.9,Average
Chan Sau Har,T20I,9,6.0,11.89,6.0,11.89,100.0,Good
Chare Smith,T20I,8,7.43,24.855,6.84,22.1,90.5,Good
Chaudhary Akram,T20I,4,9.065000000000001,35.0,8.18,20.62,74.6,Average
Chayanisa Phengpaen,T20I,2,5.34,16.25,5.07,14.2,91.2,Good
Chen Xinyu,T20I,3,5.83,11.67,6.22,18.67,133.3,On Fire
Codi Yusuf,ODI,0,7.87,80.0,7.87,80.0,100.0,Good
