striker,format,recent_runs,recent_avg,recent_sr,career_avg,career_sr,form_score,form_label
MP Stoinis,BBL,452,35.535,129.415,32.84,133.97,102.4,Good
MP Stoinis,IPL,376,31.335,183.025,28.38,147.5,117.2,On Fire
MP Stoinis,T20I,171,25.25,131.325,30.17,148.93,85.9,Good
MP Yadav,IPL,5,5.0,100.0,5.0,100.0,100.0,Good
MPA Miranda,T20I,38,38.0,100.0,38.0,100.0,100.0,Good
MPGT Ketiyage,T20I,243,21.855,117.515,20.44,112.37,105.8,Good
MPM Pathirannehelage,T20I,49,12.25,74.24,20.75,88.3,71.6,Average
MPP San,T20I,44,4.825,43.465,8.46,60.61,64.4,Average
MPS Cheema,T20I,28,28.0,127.27,11.78,92.98,187.3,On Fire
MR Adair,ODI,28,28.0,112.0,19.48,109.27,123.1,On Fire
MR Adair,T20I,120,33.0,157.105,17.7,129.62,153.8,On Fire
MR Adair,Test,177,44.25,71.32499999999999,31.83,68.71,121.4,On Fire
MR Corteen-Coleman,ODI,3,3.0,50.0,3.0,50.0,100.0,Good
MR Kumar,T20I,60,12.665,93.845,12.0,90.91,104.4,Good
MR Machado,T20I,189,16.58,71.3,15.31,92.13,92.8,Good
MR Marsh,BBL,360,23.44,107.67000000000002,34.17,135.5,74.0,Average
MR Marsh,IPL,1190,44.22,163.45,31.44,148.52,125.4,On Fire
MR Marsh,ODI,304,60.8,86.12,38.81,94.16,124.1,On Fire
MR Marsh,T20I,671,39.16,166.595,32.51,142.41,118.7,On Fire
MRJ Watt,ODI,293,33.35,85.0,22.54,81.92,125.9,On Fire
MRJ Watt,T20I,78,11.0,114.72,11.81,114.34,96.7,Good
MS Bhandage,IPL,1,1.0,25.0,1.0,25.0,100.0,Good
MS Chapman,ODI,493,52.425,98.30000000000001,38.65,103.82,115.2,On Fire
MS Chapman,PSL,297,33.165,145.535,37.12,158.82,90.5,Good
MS Chapman,T20I,438,20.595,148.685,26.55,137.94,92.7,Good
MS Dhoni,IPL,196,21.78,135.17,34.42,137.45,80.8,Average
MS Diakite,T20I,0,0.0,0.0,2.8,43.75,0.0,
MS Harris,BBL,23,7.67,63.89,19.46,118.64,46.6,Poor
MS Kanchingwe,ODI,10,10.0,52.63,10.0,52.63,100.0,Good
MS Maker,T20I,296,67.2,145.57999999999998,59.2,136.41,110.1,On Fire
MS Wade,BBL,324,25.375,162.485,29.46,141.84,100.3,Good
MSC Erasito,T20I,25,6.25,36.23,5.67,37.36,103.6,Good
MSN Ekani,T20I,55,9.17,39.29,8.62,44.95,96.9,Good
MT Jacob,T20I,37,6.17,41.25,7.0,58.33,79.4,Average
MT Renshaw,BBL,495,38.56,151.8,27.58,135.63,125.9,On Fire
MT Renshaw,ODI,217,35.915,90.08000000000001,27.12,89.67,116.4,On Fire
MT Renshaw,T20I,215,43.0,136.94,43.0,136.94,100.0,Good
MT Steketee,BBL,19,19.0,135.71,7.11,101.53,200.4,On Fire
MT Waqanisau,T20I,76,10.86,64.41,10.86,64.41,100.0,Good
MTMMJ Ave,T20I,149,16.525,88.11,30.35,108.86,67.7,Average
MV Fare,T20I,10,1.665,14.285,5.0,41.67,33.8,Poor
MV Lehmann,T20I,44,5.5,44.31,5.5,44.0,100.4,Good
MV Pavlovic,T20I,27,4.835,59.26,6.67,66.67,80.7,Average
MVT Fernando,Test,2,2.0,15.38,7.67,26.14,42.5,Poor
MW Archer,BBL,2,2.0,22.22,2.0,22.22,100.0,Good
MW Forde,ODI,162,13.23,104.905,16.0,113.71,87.5,Good
MW Forde,T20I,116,16.71,152.63,15.22,145.74,107.3,Good
MW Harvey,BBL,67,9.085,86.08500000000001,18.21,116.08,62.0,Average
MW Jones,ODI,9,9.0,180.0,9.0,180.0,100.0,Good
MW Jones,T20I,9,9.0,150.0,9.0,150.0,100.0,Good
MW Short,BBL,433,32.44,145.14,30.07,141.89,105.1,Good
MW Short,IPL,60,20.0,117.65,19.67,123.78,98.4,Good
MW Short,ODI,247,21.75,74.455,22.1,86.16,92.4,Good
MW Short,T20I,123,16.79,121.26,20.8,150.18,80.7,Average
MWR Stokes,T20I,450,40.335,131.5,34.72,123.82,111.2,On Fire
MY Bawa,T20I,71,13.5,92.85499999999999,17.75,86.59,91.6,Good
Ma Luz Barcelona,T20I,0,0.0,0.0,0.0,0.0,0.0,
Ma Qiancheng,T20I,2,2.0,12.5,1.0,10.64,158.7,On Fire
Ma Ruike,T20I,33,3.81,59.4,4.92,61.46,87.0,Good
Maahi Madhavan,ODI,1,1.0,50.0,1.0,50.0,100.0,Good
Maahi Madhavan,T20I,18,5.75,75.0,6.0,75.0,97.9,Good
Maaz Khan,T20I,242,26.89,166.9,18.5,148.59,128.8,On Fire
Maaz Sadaqat,ODI,134,22.33,111.67,22.33,111.67,100.0,Good
Maaz Sadaqat,PSL,338,31.32,172.02,26.0,175.13,109.3,Good
Madhawa Basnayaka,T20I,41,13.67,95.35,13.67,95.35,100.0,Good
Mah Noor,T20I,0,0.0,0.0,0.0,0.0,0.0,
Mah Noor Amir,T20I,4,0.8,9.615,0.56,10.42,117.6,On Fire
Mahedi Hasan,ODI,3,3.0,33.33,13.89,63.45,37.1,Poor
Mahedi Hasan,T20I,95,19.06,109.24000000000001,12.88,102.58,127.2,On Fire
Maheen Aamir,T20I,12,6.0,26.67,6.0,26.67,100.0,Good
Mahidul Islam Ankon,ODI,69,23.0,57.02,23.0,57.02,100.0,Good
Mahirah Izzati Ismail,T20I,344,14.435,78.935,11.86,69.38,117.7,On Fire
Mahmudul Hasan Joy,Test,401,38.615,55.519999999999996,25.27,43.94,139.6,On Fire
Mahmudullah,ODI,4,4.0,28.57,36.91,77.92,23.8,Poor
Maiwand Momand,T20I,6,3.0,40.0,3.0,40.0,100.0,Good
Malyun Hassan,T20I,13,6.5,31.71,6.5,31.71,100.0,Good
Malyun Yusuf,T20I,8,8.0,100.0,8.0,100.0,100.0,Good
Mamta Rai,T20I,0,0.0,0.0,0.0,0.0,0.0,
Manan Ali,T20I,251,31.38,161.94,25.14,146.67,117.6,On Fire
Manan Bashir,T20I,329,49.625,232.925,40.44,228.93,112.2,On Fire
Manmeet Kaur,T20I,0,0.0,0.0,0.0,0.0,0.0,
Manpreet Singh,T20I,505,52.53,172.67000000000002,23.66,127.93,178.5,On Fire
Mansi Parmar,T20I,15,15.0,65.22,15.0,65.22,100.0,Good
Mansoor Safi,T20I,68,9.71,151.11,9.71,151.11,100.0,Good
Mansoor Shah,T20I,5,2.5,80.0,5.0,71.43,81.0,Average
Manuel Iturbe,T20I,13,4.835,87.5,7.67,75.41,89.5,Good
Marcelle Hanekom,T20I,38,6.33,64.41,6.33,64.41,100.0,Good
Maren Couch,T20I,2,2.0,33.33,2.0,33.33,100.0,Good
Maria Jasvi,T20I,18,5.625,40.18,3.22,31.76,150.6,On Fire
Maria Penna,T20I,3,3.0,42.86,3.0,42.86,100.0,Good
Maria Salazar,T20I,1,0.5,11.11,0.25,6.25,188.9,On Fire
Mariamma Hyder,T20I,34,8.5,48.04,7.88,57.91,95.4,Good
Marica Taira,T20I,0,0.0,0.0,0.0,0.0,0.0,
Marufa Akter,ODI,17,4.5,36.175,9.14,61.54,54.0,Poor
Marufa Akter,T20I,2,2.0,200.0,2.2,37.93,309.1,On Fire
Maryam Omar,T20I,229,21.595,63.91499999999999,19.16,76.4,98.2,Good
Mas Elysa,T20I,510,19.72,88.36,20.41,89.01,97.9,Good
Mashael Waqas,T20I,72,6.665,41.015,7.2,44.17,92.7,Good
Matiullah Khan,T20I,1,1.0,20.0,1.0,20.0,100.0,Good
Matthew Walker,T20I,2,2.0,40.0,2.0,40.0,100.0,Good
Mayank Nagayach,T20I,30,5.0,88.24,5.0,88.24,100.0,Good
Mazharul Islam,T20I,80,20.0,76.92,21.43,89.55,89.6,Good
Md Ariyan,T20I,363,22.45,144.41,22.69,147.56,98.4,Good
Md Shuayeb,T20I,6,3.0,19.35,3.0,19.35,100.0,Good
Meet Ahir,T20I,67,33.5,98.53,33.5,98.53,100.0,Good
Meet Bhavsar,T20I,254,25.354999999999997,129.97,28.34,130.68,94.5,Good
Meghana Lakayil,T20I,3,3.0,60.0,3.0,60.0,100.0,Good
Meghna Rajan,T20I,317,68.75,96.0,52.83,101.6,112.3,On Fire
Meghna Singh,WPL,6,3.0,85.71,6.67,105.26,63.2,Average
Mehboob Ali,T20I,362,24.695,177.995,24.13,178.33,101.1,Good
Mehedi Hasan Miraz,ODI,220,16.895,70.78999999999999,21.01,79.15,84.9,Average
Mehedi Hasan Miraz,T20I,64,12.8,120.75,15.77,116.48,92.4,Good
Mehedi Hasan Miraz,Test,279,22.98,63.22,23.74,50.9,110.5,On Fire
Mehran Mumtaz,PSL,0,0.0,0.0,0.0,0.0,0.0,
Melanie Ani,T20I,30,10.0,63.83,10.0,63.83,100.0,Good
Mengting Liu,T20I,15,7.5,33.33,3.86,34.62,145.3,On Fire
Mertcan Donmez,T20I,40,13.33,59.7,13.33,59.7,100.0,Good
Mertcan Filiz,T20I,11,3.67,44.0,3.67,44.0,100.0,Good
Micheal Das,T20I,33,16.5,113.79,16.5,113.79,100.0,Good
Miguel Silva,T20I,5,2.5,100.0,2.5,100.0,100.0,Good
Mihir Patel,T20I,2,2.0,100.0,2.0,100.0,100.0,Good
Milad Momend,T20I,4,2.0,25.0,2.0,27.78,95.0,Good
Milind Kumar,ODI,850,56.019999999999996,89.865,60.45,98.21,92.1,Good
Milind Kumar,T20I,244,30.5,118.275,29.71,108.05,106.1,Good
Mir Hamza,PSL,21,10.5,81.66499999999999,29.0,82.86,67.4,Average
Mir Hamza,Test,29,14.5,87.88,6.38,28.02,270.5,On Fire
Mirab Razwan,T20I,16,1.145,14.285,3.0,42.86,35.7,Poor
Mirab Sajjad,T20I,64,8.25,57.38,7.11,52.89,112.3,On Fire
Miria Raio,ODI,6,6.0,28.57,6.0,28.57,100.0,Good
Miria Raio,T20I,20,3.33,44.44,3.33,44.44,100.0,Good
Miriam Ehsun,T20I,1,1.0,16.67,2.5,27.78,50.0,Poor
Misbah Ifzal,T20I,0,0.0,0.0,0.0,0.0,0.0,
Moe Ei Phyu,T20I,37,6.165,31.895,9.25,61.67,59.2,Poor
Mohamad Junaid Khushi,T20I,1,1.0,100.0,1.0,100.0,100.0,Good
Mohamed Coulibaly,T20I,2,2.0,33.33,2.75,34.38,84.8,Average
Mohamed Turay,T20I,19,5.5,53.03,6.33,61.29,86.7,Good
Mohameed Taiwo,T20I,34,6.125,98.75,7.05,74.75,109.5,Good
Mohammad Aadil Alam,T20I,32,10.67,106.67,15.25,129.79,76.1,Average
Mohammad Abbas,Test,34,8.5,25.375,7.33,20.4,120.2,On Fire
Mohammad Abrar,T20I,9,9.0,56.25,9.0,56.25,100.0,Good
Mohammad Ahnaff,T20I,48,48.0,120.0,27.69,113.88,139.4,On Fire
Mohammad Ali,ODI,0,0.0,0.0,0.0,0.0,0.0,
Mohammad Ali,PSL,18,7.25,57.480000000000004,6.33,50.0,114.7,On Fire
Mohammad Ali,T20I,1,1.0,100.0,1.0,100.0,100.0,Good
Mohammad Ali,Test,2,2.0,7.14,0.67,4.26,233.1,On Fire
Mohammad Amir,PSL,41,5.875,106.085,8.3,121.17,79.2,Average
Mohammad Amir Khan,PSL,0,0.0,0.0,7.0,53.85,0.0,
Mohammad Azab,PSL,0,0.0,0.0,0.0,0.0,0.0,
Mohammad Bhaidu,T20I,50,7.14,64.94,7.14,64.94,100.0,Good
Mohammad Faiq,PSL,81,20.25,128.57,20.25,128.57,100.0,Good
Mohammad Farooq,PSL,87,21.75,126.09,21.75,126.09,100.0,Good
Mohammad Ghazanfar,T20I,11,11.0,78.57,8.2,66.13,126.5,On Fire
Mohammad Hamza,PSL,2,2.0,50.0,2.0,50.0,100.0,Good
Mohammad Haris,PSL,453,25.165,163.195,26.45,166.82,96.5,Good
Mohammad Haris,T20I,411,20.55,142.71,19.81,141.48,102.3,Good
Mohammad Hasnain,PSL,17,4.25,47.22,6.22,78.87,64.1,Average
Mohammad Huraira,Test,46,11.5,48.42,11.5,48.42,100.0,Good
Mohammad Ihsan,T20I,283,94.33,221.09,40.69,180.83,177.0,On Fire
Mohammad Imran,PSL,42,21.0,210.0,12.75,188.89,137.9,On Fire
Mohammad Khan Rafah,T20I,116,16.57,146.84,16.57,146.84,100.0,Good
Mohammad Mohsin,ODI,8,8.0,88.89,8.0,88.89,100.0,Good
Mohammad Mohsin,T20I,9,4.5,81.82,4.5,81.82,100.0,Good
Mohammad Nabi,PSL,105,17.5,150.0,22.75,144.44,90.4,Good
Mohammad Nadeem,ODI,130,65.0,71.43,45.94,63.71,126.8,On Fire
Mohammad Nadeem,T20I,194,26.585,86.22999999999999,22.91,103.7,99.6,Good
Mohammad Naim,T20I,45,22.5,84.91,23.97,103.71,87.9,Good
Mohammad Nawaz,ODI,132,44.0,92.31,23.46,86.4,147.2,On Fire
Mohammad Nawaz,PSL,142,21.415,113.77000000000001,16.81,122.41,110.2,On Fire
Mohammad Nawaz,T20I,376,16.0,125.575,19.35,138.96,86.5,Good
Mohammad Rizwan,BBL,187,18.31,104.53999999999999,18.7,102.75,99.8,Good
Mohammad Rizwan,CPL,227,56.75,127.53,56.75,127.53,100.0,Good
Mohammad Rizwan,ODI,627,29.135,71.22999999999999,40.58,84.71,77.9,Average
Mohammad Rizwan,PSL,571,30.59,128.055,38.62,128.02,89.6,Good
Mohammad Rizwan,Test,564,33.364999999999995,53.705,38.28,54.04,93.3,Good
Mohammad Saifuddin,T20I,94,36.335,162.0,21.29,122.63,151.4,On Fire
Mohammad Waheed,T20I,13,6.5,106.82,13.0,86.67,86.6,Good
Mohammad Wasim,ODI,14,3.5,61.31,8.55,93.07,53.4,Poor
Mohammad Wasim,PSL,56,14.0,153.25,11.82,129.68,118.3,On Fire
Mohammad Wasim,T20I,7,3.5,43.75,8.8,75.86,48.7,Poor
Mohammed Al Balushi,T20I,171,34.2,120.42,34.2,120.42,100.0,Good
Mohammed Alamgir,T20I,79,14.915,212.04999999999998,12.71,111.25,154.0,On Fire
Mohammed Irshad,T20I,32,10.67,114.29,12.67,106.54,95.7,Good
Mohammed Jamadar,T20I,75,12.5,77.32,12.5,77.32,100.0,Good
Mohammed Qasim,T20I,254,20.81,121.60499999999999,25.45,123.35,90.2,Good
Mohammed Sameer,T20I,53,17.67,135.9,18.2,133.82,99.3,Good
Mohammed Shami,IPL,41,8.1,120.455,6.05,103.6,125.1,On Fire
Mohammed Shami,ODI,5,5.0,62.5,8.0,82.66,69.1,Average
Mohammed Shami,T20I,7,7.0,87.5,3.5,70.0,162.5,On Fire
Mohammed Siraj,IPL,8,2.75,53.125,9.75,84.17,45.7,Poor
Mohammed Siraj,ODI,2,1.0,25.0,6.33,42.54,37.3,Poor
Mohammed Siraj,Test,30,3.33,24.19,4.67,34.0,71.2,Average
Mohmedazim Abbasbhai,T20I,72,14.4,96.0,14.4,96.0,100.0,Good
Mohomed Saddam,T20I,2,0.67,18.18,0.67,18.18,100.0,Good
Mohsin Khan,IPL,0,0.0,0.0,6.25,89.29,0.0,
Mohsin Riaz,PSL,97,24.25,164.41,24.25,164.41,100.0,Good
Mokbul Ahammed,T20I,5,5.0,31.25,5.0,31.25,100.0,Good
Mominul Haque,Test,719,45.015,54.365,37.42,53.67,110.8,On Fire
Mongdara Sok,T20I,1,0.5,12.5,0.5,12.5,100.0,Good
Mosaddek Hossain,ODI,167,55.67,110.6,26.58,88.14,167.5,On Fire
Mosaddek Hossain,T20I,1,1.0,33.33,14.85,111.24,18.3,Poor
Mounica Chowdary,T20I,5,2.5,20.0,3.5,21.88,81.4,Average
Mubasir Khan,PSL,17,8.5,130.77,8.25,103.12,114.9,On Fire
Muhammad Adil,T20I,65,32.5,209.68,32.5,209.68,100.0,Good
Muhammad Ajmal,T20I,34,8.5,66.97,8.5,73.91,95.3,Good
Muhammad Akram,T20I,19,9.5,76.0,9.5,76.0,100.0,Good
Muhammad Amir,T20I,140,15.325,121.495,14.45,103.98,111.4,On Fire
Muhammad Arfan,T20I,123,20.125,116.15,20.5,106.03,103.9,Good
Muhammad Asim,T20I,709,89.45,143.175,34.72,135.2,181.8,On Fire
Muhammad Burhan,T20I,39,7.8,144.44,7.71,117.39,112.1,On Fire
Muhammad Fahad,T20I,380,35.765,187.24,29.23,179.25,113.4,On Fire
Muhammad Farooq,T20I,125,31.25,143.68,24.67,142.31,113.8,On Fire
Muhammad Haziq Aiman,T20I,386,22.415,153.275,22.71,156.28,98.4,Good
Muhammad Ismail,PSL,1,1.0,50.0,1.0,50.0,100.0,Good
Muhammad Jabir,T20I,4,4.0,25.0,1.33,19.05,216.0,On Fire
Muhammad Jawadullah,ODI,1,0.5,14.29,3.75,68.18,17.1,Poor
Muhammad Jawadullah,T20I,11,5.5,110.0,6.0,80.0,114.6,On Fire
Muhammad Moiz,T20I,18,4.5,112.5,9.0,125.58,69.8,Average
Muhammad Muneeb,T20I,252,28.0,136.22,24.27,123.73,112.7,On Fire
Muhammad Nadeem,T20I,57,19.0,103.64,19.0,103.64,100.0,Good
Muhammad Nadir,T20I,40,6.875,80.58500000000001,8.05,75.0,96.4,Good
Muhammad Naeem,PSL,432,21.515,162.165,22.74,162.41,97.2,Good
Muhammad Naeem,T20I,51,10.2,89.47,13.0,98.73,84.5,Average
Muhammad Riazullah,PSL,6,6.0,66.67,6.0,66.67,100.0,Good
Muhammad Rohid,ODI,14,14.0,73.68,14.0,73.68,100.0,Good
Muhammad Rohid,T20I,4,4.0,133.33,4.0,133.33,100.0,Good
Muhammad Salman,T20I,7,3.5,58.33,3.5,58.33,100.0,Good
Muhammad Saqlain,T20I,5,1.25,22.725,1.67,33.33,71.5,Average
Muhammad Shahdad,ODI,297,42.585,80.695,42.43,77.55,102.2,Good
Muhammad Shahzad,PSL,24,8.0,133.33,8.0,133.33,100.0,Good
Muhammad Siddiqui,T20I,98,19.6,140.0,19.27,129.27,105.0,Good
Muhammad Soban,T20I,189,31.5,109.25,31.5,109.25,100.0,Good
Muhammad Tanveer,T20I,188,26.86,108.05,34.34,131.82,80.1,Average
Muhammad Umar,T20I,89,13.21,97.445,22.07,117.79,71.3,Average
Muhammad Usman,T20I,221,18.42,138.12,20.68,119.16,102.5,Good
Muhammad Usman (3),T20I,29,29.0,161.11,29.0,161.11,100.0,Good
Muhammad Wafiq,T20I,32,16.0,114.29,6.0,81.48,203.5,On Fire
Muhammad Zohaib,T20I,270,18.634999999999998,101.405,22.5,102.66,90.8,Good
Muhammed Basil,T20I,6,6.0,75.0,3.0,46.15,181.3,On Fire
Muhammed Imran,ODI,2,2.0,22.22,2.0,22.22,100.0,Good
Muhammed Imran,T20I,1,1.0,50.0,1.0,50.0,100.0,Good
Muhammet Bicer,T20I,9,1.5,13.635,2.5,36.59,48.6,Poor
Mujeeb Ur Rahman,CPL,1,1.0,50.0,19.67,128.26,22.0,Poor
Mujeeb-ur-Rehman,T20I,108,18.0,99.08,13.11,92.91,122.0,On Fire
Mujibur Ali,ODI,136,17.0,61.435,17.0,59.13,101.9,Good
Mujibur Ali,T20I,26,8.67,78.79,8.67,78.79,100.0,Good
Mukesh Choudhary,IPL,2,2.0,100.0,8.0,100.0,62.5,Average
Mukhtar Ghulami,T20I,152,15.2,134.56,17.05,119.65,100.8,Good
Muneeba Ali,ODI,500,24.83,61.835,25.86,63.04,97.1,Good
Muneeba Ali,T20I,507,44.03,129.51500000000001,21.62,102.07,165.3,On Fire
Munthir Al Balushi,T20I,4,4.0,44.44,4.0,44.44,100.0,Good
Murat Yilmaz,T20I,23,3.165,39.905,2.5,35.71,119.2,On Fire
Murid Ekrami,T20I,18,6.0,50.0,11.29,103.95,50.6,Poor
Murshida Khatun,ODI,53,17.67,67.09,17.16,57.28,110.0,Good
Murshida Khatun,T20I,13,13.0,108.33,21.39,89.11,91.2,Good
Musa Khan Ahmadzai,T20I,5,5.0,41.67,5.0,41.67,100.0,Good
Musa Shaheen,T20I,382,34.71,132.64,19.92,110.14,147.3,On Fire
Musaddiq Ahmed,T20I,497,41.415,174.185,37.25,175.29,105.3,Good
Musfirah Nur Ainaa,T20I,2,2.0,66.67,2.0,33.33,150.0,On Fire
Musheer Khan,IPL,0,0.0,0.0,0.0,0.0,0.0,
Mushfiqur Rahim,ODI,2,1.0,33.33,37.35,80.79,22.0,Poor
Mushfiqur Rahim,Test,799,52.61,49.39,39.77,48.77,116.8,On Fire
Muslim Yar,T20I,91,12.46,118.42,13.42,120.85,95.4,Good
Mustafa Atmaca,T20I,11,11.0,68.75,11.0,68.75,100.0,Good
Mustafa Balkis,T20I,105,7.5,36.97,13.12,72.41,54.1,Poor
Mustafa Omer,T20I,280,28.0,116.07499999999999,23.67,118.83,108.0,Good
Mustafizur Rahman,IPL,0,0.0,0.0,6.5,54.17,0.0,
Mustafizur Rahman,ODI,16,5.0,29.97,6.88,48.25,67.4,Average
Mustafizur Rahman,PSL,5,5.0,100.0,6.0,42.86,158.3,On Fire
Mustafizur Rahman,T20I,25,25.0,92.59,5.35,69.47,300.3,On Fire
Mustakim Aslam,T20I,1,1.0,20.0,1.0,20.0,100.0,Good
Muzaffar Shiralkar,T20I,42,8.4,110.53,8.4,110.53,100.0,Good
Myat Thu Aung,T20I,58,14.5,54.72,11.5,49.64,118.2,On Fire
N Acawei,T20I,57,11.4,87.69,10.8,81.2,106.8,Good
N Asuramanage,T20I,8,8.0,114.29,3.67,37.93,259.7,On Fire
N Benjamin,T20I,73,12.170000000000002,97.32,10.0,81.82,120.3,On Fire
N Bidaisee,CPL,117,29.25,120.62,29.25,120.62,100.0,Good
N Bidaisee,T20I,24,12.0,80.0,12.0,80.0,100.0,Good
N Boochatham,ODI,101,20.2,58.72,13.75,52.88,129.0,On Fire
N Boochatham,T20I,331,13.79,94.03,11.54,78.95,119.3,On Fire
N Burger,IPL,14,14.0,155.56,14.0,155.56,100.0,Good
N Burger,ODI,31,15.5,58.49,13.0,42.39,128.6,On Fire
N Burger,T20I,9,4.5,50.0,3.33,47.62,120.1,On Fire
N Caruana,T20I,73,24.33,78.49,20.67,67.88,116.7,On Fire
N Chabula,T20I,23,2.56,19.83,2.56,19.83,100.0,Good
N Chaihan,T20I,0,0.0,0.0,1.5,31.58,0.0,
N Chaiwai,ODI,72,14.4,67.92,28.73,65.83,76.6,Average
N Chaiwai,T20I,582,26.235,91.275,24.15,83.25,109.1,Good
N Chantam,ODI,157,31.4,71.04,45.0,71.27,84.7,Average
N Chantam,T20I,1078,43.474999999999994,124.38,27.31,99.27,142.2,On Fire
N Chejay,T20I,116,19.335,81.69,14.92,76.5,118.2,On Fire
N Choden,T20I,260,21.145,84.86,16.32,72.35,123.4,On Fire
N Davidovic,T20I,15,3.75,65.22,5.83,102.94,63.8,Average
N Davin,ODI,77,19.25,74.76,13.75,80.49,116.4,On Fire
N Davin,T20I,88,88.0,141.94,29.62,137.57,200.1,On Fire
N De Bromhead,T20I,8,2.67,21.05,2.67,21.05,100.0,Good
N Dolianiti,T20I,1,1.0,20.0,1.5,30.0,66.7,Average
N Edward,CPL,27,27.0,90.0,27.0,90.0,100.0,Good
N Erdenebat,T20I,46,11.5,88.46,11.5,88.46,100.0,Good
N Gnanapragasam,T20I,1,1.0,50.0,0.5,20.0,225.0,On Fire
N Gocheva,T20I,1,0.5,12.5,0.5,11.11,106.3,Good
N Greig,T20I,0,0.0,0.0,0.0,0.0,0.0,
N Gwanzura,ODI,51,13.5,40.825,13.89,62.81,81.1,Average
N Gwanzura,T20I,92,7.915,116.44,7.43,95.12,114.5,On Fire
N Gwebu,T20I,7,1.17,18.92,1.82,30.3,63.4,Average
N Hirani,T20I,23,11.5,136.365,23.0,153.33,69.5,Average
N Ihmeling,T20I,13,6.5,37.14,6.5,37.14,100.0,Good
N Joshi,T20I,357,17.335,107.25,16.71,101.26,104.8,Good
N Kakor,T20I,9,4.5,90.0,9.0,81.82,80.0,Average
N Kaqea,T20I,5,2.5,31.25,2.5,31.25,100.0,Good
N Kingsley,T20I,115,12.78,115.0,12.78,115.0,100.0,Good
N Koncharoenkai,ODI,62,12.4,59.62,18.2,71.37,75.8,Average
N Koncharoenkai,T20I,1161,41.334999999999994,103.35,31.1,93.35,121.8,On Fire
N Kuruppu,T20I,24,8.0,72.73,8.0,72.73,100.0,Good
N Liyanage,T20I,32,10.67,55.17,10.67,55.17,100.0,Good
N Mabila,T20I,37,4.62,37.76,5.67,46.9,81.0,Average
N Mamba,T20I,9,1.0,24.32,1.0,24.32,100.0,Good
N Master,T20I,53,53.0,117.78,38.0,120.63,118.6,On Fire
N McAndrew,BBL,55,10.835,175.93,15.43,150.7,93.5,Good
N Mlaba,ODI,23,3.25,61.365,3.94,57.8,94.3,Good
N Mlaba,T20I,10,5.0,142.86,4.33,74.29,153.9,On Fire
N Mugabe,T20I,58,29.0,98.31,24.59,104.76,105.9,Good
N Navaika,T20I,303,17.79,73.755,16.23,67.85,109.2,Good
N Ndzeute,T20I,1,1.0,50.0,1.0,50.0,100.0,Good
N Nipiko,T20I,55,7.86,96.49,25.28,109.32,59.7,Poor
N Nojic,T20I,70,17.5,80.5,12.33,70.48,128.1,On Fire
N Nuntarach,T20I,44,2.445,24.445,7.19,62.33,36.6,Poor
N Patron Fuentes,T20I,7,3.5,87.5,2.5,42.86,172.1,On Fire
N Peter,ODI,16,16.0,51.61,16.0,51.61,100.0,Good
N Peter,T20I,7,7.0,140.0,14.5,116.0,84.5,Average
N Pooran,CPL,426,42.6,133.12,28.35,148.51,120.0,On Fire
N Pooran,IPL,758,31.62,161.71,30.82,163.77,100.7,Good
N Rana,IPL,442,23.35,156.475,27.24,137.72,99.7,Good
N Salekar,T20I,27,4.5,62.79,11.64,83.12,57.1,Poor
N Senamontree,T20I,108,12.940000000000001,67.85499999999999,8.26,61.57,133.4,On Fire
N Shangase,ODI,125,12.5,166.38,14.82,67.08,166.2,On Fire
N Shree Charani,ODI,22,4.75,65.565,4.4,64.71,104.6,Good
N Shree Charani,T20I,9,9.0,128.57,9.0,128.57,100.0,Good
N Shree Charani,Test,3,3.0,300.0,3.0,300.0,100.0,Good
N Shree Charani,WPL,24,12.0,99.265,24.0,114.29,68.4,Average
N Sibanda,ODI,79,9.875,53.165,11.07,47.29,100.8,Good
N Sibanda,T20I,31,10.33,36.9,7.0,42.61,117.1,On Fire
N Simelum,T20I,7,7.0,50.0,7.0,50.0,100.0,Good
N Sindhu,IPL,63,12.6,126.0,12.6,126.0,100.0,Good
N Tanner,T20I,180,14.620000000000001,93.38499999999999,14.8,88.89,101.9,Good
N Thekiso,T20I,12,2.25,27.119999999999997,1.71,27.27,115.5,On Fire
N Thushara,T20I,1,0.5,5.555,4.0,16.67,22.9,Poor
N Toleva,T20I,5,5.0,10.2,1.5,9.09,222.8,On Fire
N Tropolova,T20I,1,1.0,33.33,1.0,33.33,100.0,Good
N Tyagi,T20I,17,7.5,56.01,8.5,58.62,91.9,Good
N Vare,ODI,32,8.0,38.1,14.17,43.26,72.3,Average
N Vare,T20I,453,19.45,67.84,19.86,73.78,94.9,Good
N Venables,T20I,1,1.0,16.67,1.0,16.67,100.0,Good
N Vichara,T20I,15,5.0,83.33,5.0,83.33,100.0,Good
N Wadhera,IPL,434,22.189999999999998,129.945,24.5,140.0,91.7,Good
N Zimonjic,T20I,29,6.415,95.24000000000001,7.92,95.96,90.1,Good
N de Klerk,ODI,469,23.605,122.10499999999999,22.04,89.06,122.1,On Fire
N de Klerk,T20I,238,20.365000000000002,104.35,21.23,105.75,97.3,Good
N de Klerk,WPL,133,44.33,138.54,33.5,136.73,116.8,On Fire
NA Greenwood,T20I,249,28.075,158.97,33.1,146.24,96.8,Good
NA Karnik,T20I,21,10.5,33.87,11.5,48.94,80.3,Average
